diagnosis_id,icd10_code,icd10_description,category,severity_level
1019,J18.9.1019,"Pneumonia, unspecified organism (Variant #1019)",Respiratory,Severe
1020,M54.5.1020,"Low back pain, unspecified (Variant #1020)",Musculoskeletal,Mild
1021,M17.11.1021,"Unspecified primary osteoarthritis, right knee (Variant #1021)",Musculoskeletal,Moderate
1022,M17.11.1022,"Unspecified primary osteoarthritis, right knee (Variant #1022)",Musculoskeletal,Moderate
1023,J06.9.1023,"Acute upper respiratory infection, unspecified (Variant #1023)",Respiratory,Mild
1024,F41.1.1024,Generalized anxiety disorder (Variant #1024),Mental Health,Moderate
1025,N39.0.1025,"Urinary tract infection, site not specified (Variant #1025)",Urological,Moderate
1026,J18.9.1026,"Pneumonia, unspecified organism (Variant #1026)",Respiratory,Severe
1027,I10.1027,Essential (primary) hypertension (Variant #1027),Cardiovascular,Mild
1028,R07.9.1028,"Chest pain, unspecified (Variant #1028)",Cardiovascular,Severe
1029,I25.10.1029,Atherosclerotic heart disease of native coronary artery (Variant #1029),Cardiovascular,Severe
1030,I25.10.1030,Atherosclerotic heart disease of native coronary artery (Variant #1030),Cardiovascular,Severe
1031,M17.11.1031,"Unspecified primary osteoarthritis, right knee (Variant #1031)",Musculoskeletal,Moderate
1032,E78.5.1032,"Hyperlipidemia, unspecified (Variant #1032)",Endocrine,Mild
1033,N39.0.1033,"Urinary tract infection, site not specified (Variant #1033)",Urological,Moderate
1034,E78.5.1034,"Hyperlipidemia, unspecified (Variant #1034)",Endocrine,Mild
1035,M54.5.1035,"Low back pain, unspecified (Variant #1035)",Musculoskeletal,Mild
1036,K21.9.1036,Gastro-esophageal reflux disease without esophagitis (Variant #1036),Gastrointestinal,Mild
1037,I25.10.1037,Atherosclerotic heart disease of native coronary artery (Variant #1037),Cardiovascular,Severe
1038,C34.90.1038,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1038),Oncology,Critical
1039,I10.1039,Essential (primary) hypertension (Variant #1039),Cardiovascular,Mild
1040,M17.11.1040,"Unspecified primary osteoarthritis, right knee (Variant #1040)",Musculoskeletal,Moderate
1041,C34.90.1041,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1041),Oncology,Critical
1042,J06.9.1042,"Acute upper respiratory infection, unspecified (Variant #1042)",Respiratory,Mild
1043,M17.11.1043,"Unspecified primary osteoarthritis, right knee (Variant #1043)",Musculoskeletal,Moderate
1044,I25.10.1044,Atherosclerotic heart disease of native coronary artery (Variant #1044),Cardiovascular,Severe
1045,J18.9.1045,"Pneumonia, unspecified organism (Variant #1045)",Respiratory,Severe
1046,G40.909.1046,"Epilepsy, unspecified, not intractable (Variant #1046)",Neurology,Severe
1047,M17.11.1047,"Unspecified primary osteoarthritis, right knee (Variant #1047)",Musculoskeletal,Moderate
1048,K21.9.1048,Gastro-esophageal reflux disease without esophagitis (Variant #1048),Gastrointestinal,Mild
1049,K21.9.1049,Gastro-esophageal reflux disease without esophagitis (Variant #1049),Gastrointestinal,Mild
1050,K21.9.1050,Gastro-esophageal reflux disease without esophagitis (Variant #1050),Gastrointestinal,Mild
1051,F41.1.1051,Generalized anxiety disorder (Variant #1051),Mental Health,Moderate
1052,M17.11.1052,"Unspecified primary osteoarthritis, right knee (Variant #1052)",Musculoskeletal,Moderate
1053,C34.90.1053,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1053),Oncology,Critical
1054,F41.1.1054,Generalized anxiety disorder (Variant #1054),Mental Health,Moderate
1055,I10.1055,Essential (primary) hypertension (Variant #1055),Cardiovascular,Mild
1056,J06.9.1056,"Acute upper respiratory infection, unspecified (Variant #1056)",Respiratory,Mild
1057,E11.9.1057,Type 2 diabetes mellitus without complications (Variant #1057),Endocrine,Moderate
1058,F41.1.1058,Generalized anxiety disorder (Variant #1058),Mental Health,Moderate
1059,N39.0.1059,"Urinary tract infection, site not specified (Variant #1059)",Urological,Moderate
1060,I25.10.1060,Atherosclerotic heart disease of native coronary artery (Variant #1060),Cardiovascular,Severe
1061,C34.90.1061,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1061),Oncology,Critical
1062,E11.9.1062,Type 2 diabetes mellitus without complications (Variant #1062),Endocrine,Moderate
1063,C34.90.1063,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1063),Oncology,Critical
1064,M17.11.1064,"Unspecified primary osteoarthritis, right knee (Variant #1064)",Musculoskeletal,Moderate
1065,J06.9.1065,"Acute upper respiratory infection, unspecified (Variant #1065)",Respiratory,Mild
1066,M17.11.1066,"Unspecified primary osteoarthritis, right knee (Variant #1066)",Musculoskeletal,Moderate
1067,M17.11.1067,"Unspecified primary osteoarthritis, right knee (Variant #1067)",Musculoskeletal,Moderate
1068,G40.909.1068,"Epilepsy, unspecified, not intractable (Variant #1068)",Neurology,Severe
1069,J45.909.1069,"Unspecified asthma, uncomplicated (Variant #1069)",Respiratory,Moderate
1070,J06.9.1070,"Acute upper respiratory infection, unspecified (Variant #1070)",Respiratory,Mild
1071,K21.9.1071,Gastro-esophageal reflux disease without esophagitis (Variant #1071),Gastrointestinal,Mild
1072,M17.11.1072,"Unspecified primary osteoarthritis, right knee (Variant #1072)",Musculoskeletal,Moderate
1073,J18.9.1073,"Pneumonia, unspecified organism (Variant #1073)",Respiratory,Severe
1074,E11.9.1074,Type 2 diabetes mellitus without complications (Variant #1074),Endocrine,Moderate
1075,C34.90.1075,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1075),Oncology,Critical
1076,J45.909.1076,"Unspecified asthma, uncomplicated (Variant #1076)",Respiratory,Moderate
1077,J18.9.1077,"Pneumonia, unspecified organism (Variant #1077)",Respiratory,Severe
1078,N39.0.1078,"Urinary tract infection, site not specified (Variant #1078)",Urological,Moderate
1079,G40.909.1079,"Epilepsy, unspecified, not intractable (Variant #1079)",Neurology,Severe
1080,J18.9.1080,"Pneumonia, unspecified organism (Variant #1080)",Respiratory,Severe
1081,I10.1081,Essential (primary) hypertension (Variant #1081),Cardiovascular,Mild
1082,J06.9.1082,"Acute upper respiratory infection, unspecified (Variant #1082)",Respiratory,Mild
1083,M17.11.1083,"Unspecified primary osteoarthritis, right knee (Variant #1083)",Musculoskeletal,Moderate
1084,E11.9.1084,Type 2 diabetes mellitus without complications (Variant #1084),Endocrine,Moderate
1085,I10.1085,Essential (primary) hypertension (Variant #1085),Cardiovascular,Mild
1086,F41.1.1086,Generalized anxiety disorder (Variant #1086),Mental Health,Moderate
1087,E78.5.1087,"Hyperlipidemia, unspecified (Variant #1087)",Endocrine,Mild
1088,C34.90.1088,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1088),Oncology,Critical
1089,F41.1.1089,Generalized anxiety disorder (Variant #1089),Mental Health,Moderate
1090,F41.1.1090,Generalized anxiety disorder (Variant #1090),Mental Health,Moderate
1091,E11.9.1091,Type 2 diabetes mellitus without complications (Variant #1091),Endocrine,Moderate
1092,J18.9.1092,"Pneumonia, unspecified organism (Variant #1092)",Respiratory,Severe
1093,G40.909.1093,"Epilepsy, unspecified, not intractable (Variant #1093)",Neurology,Severe
1094,K21.9.1094,Gastro-esophageal reflux disease without esophagitis (Variant #1094),Gastrointestinal,Mild
1095,E11.9.1095,Type 2 diabetes mellitus without complications (Variant #1095),Endocrine,Moderate
1096,J18.9.1096,"Pneumonia, unspecified organism (Variant #1096)",Respiratory,Severe
1097,K21.9.1097,Gastro-esophageal reflux disease without esophagitis (Variant #1097),Gastrointestinal,Mild
1098,M54.5.1098,"Low back pain, unspecified (Variant #1098)",Musculoskeletal,Mild
1099,J06.9.1099,"Acute upper respiratory infection, unspecified (Variant #1099)",Respiratory,Mild
1100,G40.909.1100,"Epilepsy, unspecified, not intractable (Variant #1100)",Neurology,Severe
1101,M54.5.1101,"Low back pain, unspecified (Variant #1101)",Musculoskeletal,Mild
1102,J45.909.1102,"Unspecified asthma, uncomplicated (Variant #1102)",Respiratory,Moderate
1103,M54.5.1103,"Low back pain, unspecified (Variant #1103)",Musculoskeletal,Mild
1104,I25.10.1104,Atherosclerotic heart disease of native coronary artery (Variant #1104),Cardiovascular,Severe
1105,E11.9.1105,Type 2 diabetes mellitus without complications (Variant #1105),Endocrine,Moderate
1106,N39.0.1106,"Urinary tract infection, site not specified (Variant #1106)",Urological,Moderate
1107,K21.9.1107,Gastro-esophageal reflux disease without esophagitis (Variant #1107),Gastrointestinal,Mild
1108,M17.11.1108,"Unspecified primary osteoarthritis, right knee (Variant #1108)",Musculoskeletal,Moderate
1109,E78.5.1109,"Hyperlipidemia, unspecified (Variant #1109)",Endocrine,Mild
1110,I10.1110,Essential (primary) hypertension (Variant #1110),Cardiovascular,Mild
1111,K21.9.1111,Gastro-esophageal reflux disease without esophagitis (Variant #1111),Gastrointestinal,Mild
1112,N39.0.1112,"Urinary tract infection, site not specified (Variant #1112)",Urological,Moderate
1113,E11.9.1113,Type 2 diabetes mellitus without complications (Variant #1113),Endocrine,Moderate
1114,K21.9.1114,Gastro-esophageal reflux disease without esophagitis (Variant #1114),Gastrointestinal,Mild
1115,E78.5.1115,"Hyperlipidemia, unspecified (Variant #1115)",Endocrine,Mild
1116,I10.1116,Essential (primary) hypertension (Variant #1116),Cardiovascular,Mild
1117,C34.90.1117,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1117),Oncology,Critical
1118,C34.90.1118,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1118),Oncology,Critical
1119,J18.9.1119,"Pneumonia, unspecified organism (Variant #1119)",Respiratory,Severe
1120,J06.9.1120,"Acute upper respiratory infection, unspecified (Variant #1120)",Respiratory,Mild
1121,E11.9.1121,Type 2 diabetes mellitus without complications (Variant #1121),Endocrine,Moderate
1122,E78.5.1122,"Hyperlipidemia, unspecified (Variant #1122)",Endocrine,Mild
1123,M17.11.1123,"Unspecified primary osteoarthritis, right knee (Variant #1123)",Musculoskeletal,Moderate
1124,J45.909.1124,"Unspecified asthma, uncomplicated (Variant #1124)",Respiratory,Moderate
1125,G40.909.1125,"Epilepsy, unspecified, not intractable (Variant #1125)",Neurology,Severe
1126,N39.0.1126,"Urinary tract infection, site not specified (Variant #1126)",Urological,Moderate
1127,E11.9.1127,Type 2 diabetes mellitus without complications (Variant #1127),Endocrine,Moderate
1128,I25.10.1128,Atherosclerotic heart disease of native coronary artery (Variant #1128),Cardiovascular,Severe
1129,M17.11.1129,"Unspecified primary osteoarthritis, right knee (Variant #1129)",Musculoskeletal,Moderate
1130,R07.9.1130,"Chest pain, unspecified (Variant #1130)",Cardiovascular,Severe
1131,J06.9.1131,"Acute upper respiratory infection, unspecified (Variant #1131)",Respiratory,Mild
1132,E11.9.1132,Type 2 diabetes mellitus without complications (Variant #1132),Endocrine,Moderate
1133,E11.9.1133,Type 2 diabetes mellitus without complications (Variant #1133),Endocrine,Moderate
1134,F41.1.1134,Generalized anxiety disorder (Variant #1134),Mental Health,Moderate
1135,J18.9.1135,"Pneumonia, unspecified organism (Variant #1135)",Respiratory,Severe
1136,G40.909.1136,"Epilepsy, unspecified, not intractable (Variant #1136)",Neurology,Severe
1137,M17.11.1137,"Unspecified primary osteoarthritis, right knee (Variant #1137)",Musculoskeletal,Moderate
1138,I10.1138,Essential (primary) hypertension (Variant #1138),Cardiovascular,Mild
1139,I10.1139,Essential (primary) hypertension (Variant #1139),Cardiovascular,Mild
1140,I10.1140,Essential (primary) hypertension (Variant #1140),Cardiovascular,Mild
1141,G40.909.1141,"Epilepsy, unspecified, not intractable (Variant #1141)",Neurology,Severe
1142,C34.90.1142,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1142),Oncology,Critical
1143,R07.9.1143,"Chest pain, unspecified (Variant #1143)",Cardiovascular,Severe
1144,E78.5.1144,"Hyperlipidemia, unspecified (Variant #1144)",Endocrine,Mild
1145,J06.9.1145,"Acute upper respiratory infection, unspecified (Variant #1145)",Respiratory,Mild
1146,I10.1146,Essential (primary) hypertension (Variant #1146),Cardiovascular,Mild
1147,C34.90.1147,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1147),Oncology,Critical
1148,E78.5.1148,"Hyperlipidemia, unspecified (Variant #1148)",Endocrine,Mild
1149,K21.9.1149,Gastro-esophageal reflux disease without esophagitis (Variant #1149),Gastrointestinal,Mild
1150,I25.10.1150,Atherosclerotic heart disease of native coronary artery (Variant #1150),Cardiovascular,Severe
1151,E78.5.1151,"Hyperlipidemia, unspecified (Variant #1151)",Endocrine,Mild
1152,J06.9.1152,"Acute upper respiratory infection, unspecified (Variant #1152)",Respiratory,Mild
1153,J18.9.1153,"Pneumonia, unspecified organism (Variant #1153)",Respiratory,Severe
1154,E11.9.1154,Type 2 diabetes mellitus without complications (Variant #1154),Endocrine,Moderate
1155,E78.5.1155,"Hyperlipidemia, unspecified (Variant #1155)",Endocrine,Mild
1156,C34.90.1156,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1156),Oncology,Critical
1157,I10.1157,Essential (primary) hypertension (Variant #1157),Cardiovascular,Mild
1158,I25.10.1158,Atherosclerotic heart disease of native coronary artery (Variant #1158),Cardiovascular,Severe
1159,J45.909.1159,"Unspecified asthma, uncomplicated (Variant #1159)",Respiratory,Moderate
1160,I10.1160,Essential (primary) hypertension (Variant #1160),Cardiovascular,Mild
1161,R07.9.1161,"Chest pain, unspecified (Variant #1161)",Cardiovascular,Severe
1162,I10.1162,Essential (primary) hypertension (Variant #1162),Cardiovascular,Mild
1163,R07.9.1163,"Chest pain, unspecified (Variant #1163)",Cardiovascular,Severe
1164,G40.909.1164,"Epilepsy, unspecified, not intractable (Variant #1164)",Neurology,Severe
1165,J18.9.1165,"Pneumonia, unspecified organism (Variant #1165)",Respiratory,Severe
1166,F41.1.1166,Generalized anxiety disorder (Variant #1166),Mental Health,Moderate
1167,J06.9.1167,"Acute upper respiratory infection, unspecified (Variant #1167)",Respiratory,Mild
1168,C34.90.1168,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1168),Oncology,Critical
1169,C34.90.1169,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1169),Oncology,Critical
1170,I10.1170,Essential (primary) hypertension (Variant #1170),Cardiovascular,Mild
1171,C34.90.1171,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1171),Oncology,Critical
1172,K21.9.1172,Gastro-esophageal reflux disease without esophagitis (Variant #1172),Gastrointestinal,Mild
1173,K21.9.1173,Gastro-esophageal reflux disease without esophagitis (Variant #1173),Gastrointestinal,Mild
1174,F41.1.1174,Generalized anxiety disorder (Variant #1174),Mental Health,Moderate
1175,E78.5.1175,"Hyperlipidemia, unspecified (Variant #1175)",Endocrine,Mild
1176,G40.909.1176,"Epilepsy, unspecified, not intractable (Variant #1176)",Neurology,Severe
1177,K21.9.1177,Gastro-esophageal reflux disease without esophagitis (Variant #1177),Gastrointestinal,Mild
1178,N39.0.1178,"Urinary tract infection, site not specified (Variant #1178)",Urological,Moderate
1179,I10.1179,Essential (primary) hypertension (Variant #1179),Cardiovascular,Mild
1180,K21.9.1180,Gastro-esophageal reflux disease without esophagitis (Variant #1180),Gastrointestinal,Mild
1181,M54.5.1181,"Low back pain, unspecified (Variant #1181)",Musculoskeletal,Mild
1182,M54.5.1182,"Low back pain, unspecified (Variant #1182)",Musculoskeletal,Mild
1183,M17.11.1183,"Unspecified primary osteoarthritis, right knee (Variant #1183)",Musculoskeletal,Moderate
1184,E11.9.1184,Type 2 diabetes mellitus without complications (Variant #1184),Endocrine,Moderate
1185,J06.9.1185,"Acute upper respiratory infection, unspecified (Variant #1185)",Respiratory,Mild
1186,C34.90.1186,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1186),Oncology,Critical
1187,K21.9.1187,Gastro-esophageal reflux disease without esophagitis (Variant #1187),Gastrointestinal,Mild
1188,N39.0.1188,"Urinary tract infection, site not specified (Variant #1188)",Urological,Moderate
1189,K21.9.1189,Gastro-esophageal reflux disease without esophagitis (Variant #1189),Gastrointestinal,Mild
1190,M17.11.1190,"Unspecified primary osteoarthritis, right knee (Variant #1190)",Musculoskeletal,Moderate
1191,M54.5.1191,"Low back pain, unspecified (Variant #1191)",Musculoskeletal,Mild
1192,I10.1192,Essential (primary) hypertension (Variant #1192),Cardiovascular,Mild
1193,K21.9.1193,Gastro-esophageal reflux disease without esophagitis (Variant #1193),Gastrointestinal,Mild
1194,R07.9.1194,"Chest pain, unspecified (Variant #1194)",Cardiovascular,Severe
1195,J06.9.1195,"Acute upper respiratory infection, unspecified (Variant #1195)",Respiratory,Mild
1196,J45.909.1196,"Unspecified asthma, uncomplicated (Variant #1196)",Respiratory,Moderate
1197,C34.90.1197,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1197),Oncology,Critical
1198,M54.5.1198,"Low back pain, unspecified (Variant #1198)",Musculoskeletal,Mild
1199,N39.0.1199,"Urinary tract infection, site not specified (Variant #1199)",Urological,Moderate
1200,J45.909.1200,"Unspecified asthma, uncomplicated (Variant #1200)",Respiratory,Moderate
1201,N39.0.1201,"Urinary tract infection, site not specified (Variant #1201)",Urological,Moderate
1202,M54.5.1202,"Low back pain, unspecified (Variant #1202)",Musculoskeletal,Mild
1203,G40.909.1203,"Epilepsy, unspecified, not intractable (Variant #1203)",Neurology,Severe
1204,C34.90.1204,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1204),Oncology,Critical
1205,J45.909.1205,"Unspecified asthma, uncomplicated (Variant #1205)",Respiratory,Moderate
1206,E78.5.1206,"Hyperlipidemia, unspecified (Variant #1206)",Endocrine,Mild
1207,G40.909.1207,"Epilepsy, unspecified, not intractable (Variant #1207)",Neurology,Severe
1208,I10.1208,Essential (primary) hypertension (Variant #1208),Cardiovascular,Mild
1209,G40.909.1209,"Epilepsy, unspecified, not intractable (Variant #1209)",Neurology,Severe
1210,N39.0.1210,"Urinary tract infection, site not specified (Variant #1210)",Urological,Moderate
1211,N39.0.1211,"Urinary tract infection, site not specified (Variant #1211)",Urological,Moderate
1212,C34.90.1212,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1212),Oncology,Critical
1213,M17.11.1213,"Unspecified primary osteoarthritis, right knee (Variant #1213)",Musculoskeletal,Moderate
1214,F41.1.1214,Generalized anxiety disorder (Variant #1214),Mental Health,Moderate
1215,N39.0.1215,"Urinary tract infection, site not specified (Variant #1215)",Urological,Moderate
1216,J06.9.1216,"Acute upper respiratory infection, unspecified (Variant #1216)",Respiratory,Mild
1217,F41.1.1217,Generalized anxiety disorder (Variant #1217),Mental Health,Moderate
1218,I10.1218,Essential (primary) hypertension (Variant #1218),Cardiovascular,Mild
1219,J45.909.1219,"Unspecified asthma, uncomplicated (Variant #1219)",Respiratory,Moderate
1220,E78.5.1220,"Hyperlipidemia, unspecified (Variant #1220)",Endocrine,Mild
1221,J18.9.1221,"Pneumonia, unspecified organism (Variant #1221)",Respiratory,Severe
1222,I10.1222,Essential (primary) hypertension (Variant #1222),Cardiovascular,Mild
1223,E11.9.1223,Type 2 diabetes mellitus without complications (Variant #1223),Endocrine,Moderate
1224,M54.5.1224,"Low back pain, unspecified (Variant #1224)",Musculoskeletal,Mild
1225,K21.9.1225,Gastro-esophageal reflux disease without esophagitis (Variant #1225),Gastrointestinal,Mild
1226,I10.1226,Essential (primary) hypertension (Variant #1226),Cardiovascular,Mild
1227,M54.5.1227,"Low back pain, unspecified (Variant #1227)",Musculoskeletal,Mild
1228,I10.1228,Essential (primary) hypertension (Variant #1228),Cardiovascular,Mild
1229,I10.1229,Essential (primary) hypertension (Variant #1229),Cardiovascular,Mild
1230,N39.0.1230,"Urinary tract infection, site not specified (Variant #1230)",Urological,Moderate
1231,G40.909.1231,"Epilepsy, unspecified, not intractable (Variant #1231)",Neurology,Severe
1232,E78.5.1232,"Hyperlipidemia, unspecified (Variant #1232)",Endocrine,Mild
1233,E78.5.1233,"Hyperlipidemia, unspecified (Variant #1233)",Endocrine,Mild
1234,R07.9.1234,"Chest pain, unspecified (Variant #1234)",Cardiovascular,Severe
1235,J18.9.1235,"Pneumonia, unspecified organism (Variant #1235)",Respiratory,Severe
1236,I10.1236,Essential (primary) hypertension (Variant #1236),Cardiovascular,Mild
1237,E78.5.1237,"Hyperlipidemia, unspecified (Variant #1237)",Endocrine,Mild
1238,E78.5.1238,"Hyperlipidemia, unspecified (Variant #1238)",Endocrine,Mild
1239,I10.1239,Essential (primary) hypertension (Variant #1239),Cardiovascular,Mild
1240,E11.9.1240,Type 2 diabetes mellitus without complications (Variant #1240),Endocrine,Moderate
1241,E78.5.1241,"Hyperlipidemia, unspecified (Variant #1241)",Endocrine,Mild
1242,K21.9.1242,Gastro-esophageal reflux disease without esophagitis (Variant #1242),Gastrointestinal,Mild
1243,C34.90.1243,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1243),Oncology,Critical
1244,C34.90.1244,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1244),Oncology,Critical
1245,N39.0.1245,"Urinary tract infection, site not specified (Variant #1245)",Urological,Moderate
1246,N39.0.1246,"Urinary tract infection, site not specified (Variant #1246)",Urological,Moderate
1247,F41.1.1247,Generalized anxiety disorder (Variant #1247),Mental Health,Moderate
1248,C34.90.1248,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1248),Oncology,Critical
1249,E78.5.1249,"Hyperlipidemia, unspecified (Variant #1249)",Endocrine,Mild
1250,G40.909.1250,"Epilepsy, unspecified, not intractable (Variant #1250)",Neurology,Severe
1251,M17.11.1251,"Unspecified primary osteoarthritis, right knee (Variant #1251)",Musculoskeletal,Moderate
1252,I25.10.1252,Atherosclerotic heart disease of native coronary artery (Variant #1252),Cardiovascular,Severe
1253,C34.90.1253,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1253),Oncology,Critical
1254,N39.0.1254,"Urinary tract infection, site not specified (Variant #1254)",Urological,Moderate
1255,M17.11.1255,"Unspecified primary osteoarthritis, right knee (Variant #1255)",Musculoskeletal,Moderate
1256,M54.5.1256,"Low back pain, unspecified (Variant #1256)",Musculoskeletal,Mild
1257,M54.5.1257,"Low back pain, unspecified (Variant #1257)",Musculoskeletal,Mild
1258,I25.10.1258,Atherosclerotic heart disease of native coronary artery (Variant #1258),Cardiovascular,Severe
1259,J06.9.1259,"Acute upper respiratory infection, unspecified (Variant #1259)",Respiratory,Mild
1260,I10.1260,Essential (primary) hypertension (Variant #1260),Cardiovascular,Mild
1261,I10.1261,Essential (primary) hypertension (Variant #1261),Cardiovascular,Mild
1262,I10.1262,Essential (primary) hypertension (Variant #1262),Cardiovascular,Mild
1263,C34.90.1263,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1263),Oncology,Critical
1264,F41.1.1264,Generalized anxiety disorder (Variant #1264),Mental Health,Moderate
1265,J45.909.1265,"Unspecified asthma, uncomplicated (Variant #1265)",Respiratory,Moderate
1266,R07.9.1266,"Chest pain, unspecified (Variant #1266)",Cardiovascular,Severe
1267,E78.5.1267,"Hyperlipidemia, unspecified (Variant #1267)",Endocrine,Mild
1268,M54.5.1268,"Low back pain, unspecified (Variant #1268)",Musculoskeletal,Mild
1269,C34.90.1269,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1269),Oncology,Critical
1270,J45.909.1270,"Unspecified asthma, uncomplicated (Variant #1270)",Respiratory,Moderate
1271,C34.90.1271,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1271),Oncology,Critical
1272,I10.1272,Essential (primary) hypertension (Variant #1272),Cardiovascular,Mild
1273,N39.0.1273,"Urinary tract infection, site not specified (Variant #1273)",Urological,Moderate
1274,F41.1.1274,Generalized anxiety disorder (Variant #1274),Mental Health,Moderate
1275,M17.11.1275,"Unspecified primary osteoarthritis, right knee (Variant #1275)",Musculoskeletal,Moderate
1276,C34.90.1276,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1276),Oncology,Critical
1277,M54.5.1277,"Low back pain, unspecified (Variant #1277)",Musculoskeletal,Mild
1278,C34.90.1278,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1278),Oncology,Critical
1279,M17.11.1279,"Unspecified primary osteoarthritis, right knee (Variant #1279)",Musculoskeletal,Moderate
1280,M17.11.1280,"Unspecified primary osteoarthritis, right knee (Variant #1280)",Musculoskeletal,Moderate
1281,C34.90.1281,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1281),Oncology,Critical
1282,J18.9.1282,"Pneumonia, unspecified organism (Variant #1282)",Respiratory,Severe
1283,F41.1.1283,Generalized anxiety disorder (Variant #1283),Mental Health,Moderate
1284,J18.9.1284,"Pneumonia, unspecified organism (Variant #1284)",Respiratory,Severe
1285,E11.9.1285,Type 2 diabetes mellitus without complications (Variant #1285),Endocrine,Moderate
1286,M17.11.1286,"Unspecified primary osteoarthritis, right knee (Variant #1286)",Musculoskeletal,Moderate
1287,J18.9.1287,"Pneumonia, unspecified organism (Variant #1287)",Respiratory,Severe
1288,E11.9.1288,Type 2 diabetes mellitus without complications (Variant #1288),Endocrine,Moderate
1289,J45.909.1289,"Unspecified asthma, uncomplicated (Variant #1289)",Respiratory,Moderate
1290,M17.11.1290,"Unspecified primary osteoarthritis, right knee (Variant #1290)",Musculoskeletal,Moderate
1291,J45.909.1291,"Unspecified asthma, uncomplicated (Variant #1291)",Respiratory,Moderate
1292,I25.10.1292,Atherosclerotic heart disease of native coronary artery (Variant #1292),Cardiovascular,Severe
1293,E78.5.1293,"Hyperlipidemia, unspecified (Variant #1293)",Endocrine,Mild
1294,I25.10.1294,Atherosclerotic heart disease of native coronary artery (Variant #1294),Cardiovascular,Severe
1295,M17.11.1295,"Unspecified primary osteoarthritis, right knee (Variant #1295)",Musculoskeletal,Moderate
1296,I25.10.1296,Atherosclerotic heart disease of native coronary artery (Variant #1296),Cardiovascular,Severe
1297,J45.909.1297,"Unspecified asthma, uncomplicated (Variant #1297)",Respiratory,Moderate
1298,I10.1298,Essential (primary) hypertension (Variant #1298),Cardiovascular,Mild
1299,R07.9.1299,"Chest pain, unspecified (Variant #1299)",Cardiovascular,Severe
1300,M17.11.1300,"Unspecified primary osteoarthritis, right knee (Variant #1300)",Musculoskeletal,Moderate
1301,F41.1.1301,Generalized anxiety disorder (Variant #1301),Mental Health,Moderate
1302,N39.0.1302,"Urinary tract infection, site not specified (Variant #1302)",Urological,Moderate
1303,E11.9.1303,Type 2 diabetes mellitus without complications (Variant #1303),Endocrine,Moderate
1304,I10.1304,Essential (primary) hypertension (Variant #1304),Cardiovascular,Mild
1305,J45.909.1305,"Unspecified asthma, uncomplicated (Variant #1305)",Respiratory,Moderate
1306,E11.9.1306,Type 2 diabetes mellitus without complications (Variant #1306),Endocrine,Moderate
1307,J06.9.1307,"Acute upper respiratory infection, unspecified (Variant #1307)",Respiratory,Mild
1308,J18.9.1308,"Pneumonia, unspecified organism (Variant #1308)",Respiratory,Severe
1309,E11.9.1309,Type 2 diabetes mellitus without complications (Variant #1309),Endocrine,Moderate
1310,E78.5.1310,"Hyperlipidemia, unspecified (Variant #1310)",Endocrine,Mild
1311,J45.909.1311,"Unspecified asthma, uncomplicated (Variant #1311)",Respiratory,Moderate
1312,C34.90.1312,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1312),Oncology,Critical
1313,G40.909.1313,"Epilepsy, unspecified, not intractable (Variant #1313)",Neurology,Severe
1314,E78.5.1314,"Hyperlipidemia, unspecified (Variant #1314)",Endocrine,Mild
1315,J18.9.1315,"Pneumonia, unspecified organism (Variant #1315)",Respiratory,Severe
1316,C34.90.1316,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1316),Oncology,Critical
1317,J06.9.1317,"Acute upper respiratory infection, unspecified (Variant #1317)",Respiratory,Mild
1318,M54.5.1318,"Low back pain, unspecified (Variant #1318)",Musculoskeletal,Mild
1319,I10.1319,Essential (primary) hypertension (Variant #1319),Cardiovascular,Mild
