medication_id,ndc_code,drug_name,generic_name,dosage_form,strength,manufacturer
1474,99428-441-74,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1475,41977-876-75,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1476,36535-642-76,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1477,34752-218-77,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1478,10374-316-78,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1479,79706-844-79,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1480,68496-232-80,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1481,88788-819-81,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1482,21678-550-82,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1483,64843-937-83,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1484,92816-996-84,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1485,91818-138-85,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1486,77682-778-86,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1487,49791-138-87,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1488,36356-472-88,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1489,37250-974-89,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1490,95617-847-90,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1491,43251-100-91,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1492,76506-674-92,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1493,27444-963-93,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1494,59481-423-94,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1495,52963-657-95,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1496,86898-119-96,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1497,48052-944-97,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1498,71996-869-98,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1499,65689-389-99,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1500,81349-415-00,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1501,71921-151-01,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1502,11947-830-02,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1503,42502-836-03,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1504,11242-761-04,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1505,52193-846-05,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1506,12026-490-06,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1507,39126-969-07,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1508,55159-606-08,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1509,62434-716-09,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1510,43814-738-10,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1511,24619-265-11,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1512,11711-915-12,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1513,74610-764-13,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1514,90412-768-14,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1515,68201-644-15,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1516,14876-238-16,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1517,58613-350-17,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1518,21464-201-18,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1519,61890-191-19,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1520,69630-119-20,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1521,44197-860-21,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1522,13122-665-22,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1523,45673-495-23,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1524,26463-553-24,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1525,35302-276-25,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1526,83472-435-26,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1527,55859-556-27,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1528,80518-807-28,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1529,62665-158-29,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1530,87712-802-30,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1531,15489-641-31,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1532,98279-931-32,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1533,13117-376-33,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1534,62447-150-34,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1535,73767-854-35,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1536,47673-172-36,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1537,57793-338-37,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1538,68290-597-38,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1539,52942-143-39,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1540,56484-235-40,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1541,64765-300-41,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1542,10074-259-42,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1543,30617-143-43,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1544,89740-329-44,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1545,35748-843-45,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1546,25514-442-46,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1547,28934-726-47,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1548,48543-724-48,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1549,30846-343-49,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1550,15117-732-50,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1551,88871-494-51,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1552,23571-237-52,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1553,92894-542-53,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1554,12181-642-54,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1555,99912-838-55,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1556,33416-584-56,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1557,29019-763-57,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1558,85981-341-58,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1559,45501-426-59,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1560,17092-572-60,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1561,99260-949-61,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1562,73743-433-62,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1563,67263-360-63,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1564,24896-984-64,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1565,48448-303-65,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1566,98723-808-66,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1567,58307-666-67,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1568,36259-141-68,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1569,31434-594-69,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1570,53421-370-70,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1571,72365-862-71,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1572,75367-304-72,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1573,91750-112-73,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1574,72247-667-74,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1575,52844-382-75,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1576,88781-596-76,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1577,68207-900-77,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1578,67963-168-78,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1579,10005-671-79,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1580,49323-403-80,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1581,29437-196-81,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1582,89982-864-82,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1583,73118-984-83,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1584,94182-272-84,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1585,73347-346-85,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1586,98219-630-86,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1587,33614-695-87,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1588,22263-560-88,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1589,22442-550-89,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1590,17970-780-90,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1591,19772-304-91,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1592,31571-223-92,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1593,25449-399-93,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1594,22973-702-94,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1595,60945-405-95,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1596,39277-313-96,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1597,55543-934-97,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1598,96775-354-98,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1599,71145-159-99,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1600,66606-629-00,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1601,30982-986-01,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1602,12714-712-02,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1603,93291-943-03,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1604,63207-942-04,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1605,28302-489-05,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1606,51096-466-06,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1607,14445-652-07,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1608,32721-227-08,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1609,79183-679-09,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1610,44928-229-10,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1611,97371-528-11,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1612,58024-982-12,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1613,71411-762-13,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1614,52575-691-14,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1615,12130-398-15,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1616,98859-114-16,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1617,25754-556-17,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1618,18184-975-18,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1619,74893-557-19,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1620,35510-656-20,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1621,28103-238-21,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1622,48751-645-22,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1623,15085-226-23,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1624,23448-441-24,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1625,92567-947-25,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1626,49520-499-26,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1627,33269-467-27,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1628,38425-157-28,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1629,68160-382-29,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1630,65380-967-30,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1631,35728-145-31,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1632,67653-587-32,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1633,60455-482-33,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1634,92899-239-34,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1635,49799-804-35,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1636,23277-453-36,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1637,16701-306-37,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1638,77345-596-38,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1639,34346-921-39,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1640,74024-361-40,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1641,78329-829-41,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1642,94237-551-42,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1643,92909-279-43,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1644,68116-179-44,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1645,42766-668-45,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1646,22762-506-46,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1647,79516-826-47,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1648,97799-349-48,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1649,25436-152-49,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1650,78046-939-50,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1651,51478-320-51,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1652,52554-242-52,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1653,27826-490-53,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1654,20598-490-54,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1655,93719-576-55,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1656,21259-323-56,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1657,46619-673-57,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1658,31969-687-58,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1659,60134-569-59,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1660,85146-576-60,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1661,42309-229-61,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1662,62329-870-62,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1663,47733-389-63,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1664,79618-486-64,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1665,76982-887-65,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1666,91610-545-66,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1667,59515-747-67,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1668,33370-799-68,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1669,94156-434-69,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1670,55188-283-70,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1671,79664-988-71,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1672,79718-433-72,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1673,55912-831-73,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1674,28563-502-74,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1675,44442-181-75,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1676,80667-420-76,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1677,76998-710-77,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1678,60561-709-78,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1679,77619-350-79,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1680,19550-995-80,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1681,31502-490-81,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1682,62360-309-82,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1683,78025-247-83,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1684,31907-946-84,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1685,84852-510-85,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1686,46177-308-86,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1687,98544-441-87,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1688,83090-612-88,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1689,42187-389-89,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1690,49589-730-90,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1691,30784-797-91,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1692,72172-129-92,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1693,41418-896-93,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1694,62781-486-94,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1695,88696-882-95,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1696,23924-279-96,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1697,20760-447-97,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1698,38816-412-98,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1699,31316-695-99,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1700,72304-900-00,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1701,11160-539-01,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1702,76675-527-02,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1703,30872-386-03,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1704,40110-762-04,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1705,51018-822-05,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1706,41758-767-06,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1707,54822-631-07,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1708,81487-135-08,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1709,39207-291-09,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1710,30066-778-10,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1711,19176-849-11,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1712,96335-381-12,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1713,45836-145-13,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1714,20844-635-14,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1715,83157-227-15,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1716,76956-346-16,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1717,44943-154-17,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1718,24768-252-18,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1719,54929-640-19,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1720,64962-578-20,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1721,36885-623-21,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1722,39072-537-22,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1723,70932-514-23,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1724,85185-164-24,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1725,18155-532-25,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1726,32748-894-26,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1727,22288-625-27,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1728,18493-636-28,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1729,53237-890-29,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1730,31781-926-30,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1731,74119-575-31,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1732,67887-236-32,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1733,67141-713-33,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1734,74860-301-34,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1735,93671-939-35,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1736,85343-775-36,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1737,58738-895-37,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1738,68262-159-38,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1739,10765-817-39,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1740,56169-988-40,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1741,70641-309-41,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1742,14945-644-42,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1743,22528-468-43,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1744,49287-839-44,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1745,38188-134-45,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1746,26581-557-46,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1747,56514-417-47,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1748,71983-662-48,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1749,65060-985-49,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1750,90311-312-50,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1751,87533-658-51,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1752,69650-932-52,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1753,57838-115-53,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1754,36348-269-54,Gabapentin Plus,Gabapentin,Capsule,300mg,Sun Pharma
1755,55769-483-55,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1756,35562-802-56,Amlodipine Plus,Amlodipine Besylate,Tablet,5mg,Novartis
1757,11688-849-57,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1758,51594-530-58,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1759,87284-956-59,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1760,61732-515-60,Lysinopril Plus,Lisinopril,Tablet,10mg,Sandoz
1761,33905-965-61,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1762,50637-566-62,Omeprazole Plus,Omeprazole,Capsule,20mg,AstraZeneca
1763,82698-445-63,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1764,50950-624-64,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1765,98159-625-65,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1766,31332-359-66,Levothyroxine Plus,Levothyroxine Sodium,Tablet,50mcg,AbbVie
1767,39453-949-67,Hydrochlorothiazide Plus,Hydrochlorothiazide,Tablet,25mg,Lupin
1768,65735-554-68,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1769,14592-493-69,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1770,91152-730-70,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1771,33052-450-71,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1772,36181-224-72,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1773,23754-871-73,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1774,74077-845-74,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1775,67461-618-75,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1776,87129-471-76,Sertraline Plus,Sertraline HCl,Tablet,50mg,Pfizer
1777,85570-803-77,Amoxicillin Plus,Amoxicillin,Capsule,500mg,Teva
1778,15737-496-78,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
1779,77732-637-79,Metoprolol Plus,Metoprolol Succinate,Tablet,50mg,AstraZeneca
1780,53508-945-80,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1781,15919-511-81,Losartan Plus,Losartan Potassium,Tablet,50mg,Merck
1782,68894-329-82,Ibuprofen Plus,Ibuprofen,Tablet,800mg,McNeil
1783,49594-982-83,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1784,58847-492-84,Albuterol Plus,Albuterol Sulfate,Inhaler,90mcg,GSK
1785,44974-124-85,Metformin Plus,Metformin HCl,Tablet,850mg,Mylan
1786,46933-378-86,Azithromycin Plus,Azithromycin,Tablet,250mg,Pfizer
1787,21812-760-87,Atorvastatin Plus,Atorvastatin Calcium,Tablet,20mg,Pfizer
