diagnosis_id,icd10_code,icd10_description,category,severity_level
1019,J06.9.1019,"Acute upper respiratory infection, unspecified (Variant #1019)",Respiratory,Mild
1020,I10.1020,Essential (primary) hypertension (Variant #1020),Cardiovascular,Mild
1021,C34.90.1021,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1021),Oncology,Critical
1022,G40.909.1022,"Epilepsy, unspecified, not intractable (Variant #1022)",Neurology,Severe
1023,J06.9.1023,"Acute upper respiratory infection, unspecified (Variant #1023)",Respiratory,Mild
1024,I25.10.1024,Atherosclerotic heart disease of native coronary artery (Variant #1024),Cardiovascular,Severe
1025,I25.10.1025,Atherosclerotic heart disease of native coronary artery (Variant #1025),Cardiovascular,Severe
1026,R07.9.1026,"Chest pain, unspecified (Variant #1026)",Cardiovascular,Severe
1027,C34.90.1027,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1027),Oncology,Critical
1028,I25.10.1028,Atherosclerotic heart disease of native coronary artery (Variant #1028),Cardiovascular,Severe
1029,K21.9.1029,Gastro-esophageal reflux disease without esophagitis (Variant #1029),Gastrointestinal,Mild
1030,I10.1030,Essential (primary) hypertension (Variant #1030),Cardiovascular,Mild
1031,J18.9.1031,"Pneumonia, unspecified organism (Variant #1031)",Respiratory,Severe
1032,G40.909.1032,"Epilepsy, unspecified, not intractable (Variant #1032)",Neurology,Severe
1033,F41.1.1033,Generalized anxiety disorder (Variant #1033),Mental Health,Moderate
1034,J18.9.1034,"Pneumonia, unspecified organism (Variant #1034)",Respiratory,Severe
1035,C34.90.1035,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1035),Oncology,Critical
1036,J06.9.1036,"Acute upper respiratory infection, unspecified (Variant #1036)",Respiratory,Mild
1037,J45.909.1037,"Unspecified asthma, uncomplicated (Variant #1037)",Respiratory,Moderate
1038,G40.909.1038,"Epilepsy, unspecified, not intractable (Variant #1038)",Neurology,Severe
1039,E11.9.1039,Type 2 diabetes mellitus without complications (Variant #1039),Endocrine,Moderate
1040,I25.10.1040,Atherosclerotic heart disease of native coronary artery (Variant #1040),Cardiovascular,Severe
1041,M54.5.1041,"Low back pain, unspecified (Variant #1041)",Musculoskeletal,Mild
1042,G40.909.1042,"Epilepsy, unspecified, not intractable (Variant #1042)",Neurology,Severe
1043,K21.9.1043,Gastro-esophageal reflux disease without esophagitis (Variant #1043),Gastrointestinal,Mild
1044,R07.9.1044,"Chest pain, unspecified (Variant #1044)",Cardiovascular,Severe
1045,R07.9.1045,"Chest pain, unspecified (Variant #1045)",Cardiovascular,Severe
1046,J45.909.1046,"Unspecified asthma, uncomplicated (Variant #1046)",Respiratory,Moderate
1047,M17.11.1047,"Unspecified primary osteoarthritis, right knee (Variant #1047)",Musculoskeletal,Moderate
1048,J18.9.1048,"Pneumonia, unspecified organism (Variant #1048)",Respiratory,Severe
1049,J18.9.1049,"Pneumonia, unspecified organism (Variant #1049)",Respiratory,Severe
1050,J18.9.1050,"Pneumonia, unspecified organism (Variant #1050)",Respiratory,Severe
1051,I25.10.1051,Atherosclerotic heart disease of native coronary artery (Variant #1051),Cardiovascular,Severe
1052,M17.11.1052,"Unspecified primary osteoarthritis, right knee (Variant #1052)",Musculoskeletal,Moderate
1053,I25.10.1053,Atherosclerotic heart disease of native coronary artery (Variant #1053),Cardiovascular,Severe
1054,R07.9.1054,"Chest pain, unspecified (Variant #1054)",Cardiovascular,Severe
1055,K21.9.1055,Gastro-esophageal reflux disease without esophagitis (Variant #1055),Gastrointestinal,Mild
1056,R07.9.1056,"Chest pain, unspecified (Variant #1056)",Cardiovascular,Severe
1057,I10.1057,Essential (primary) hypertension (Variant #1057),Cardiovascular,Mild
1058,J18.9.1058,"Pneumonia, unspecified organism (Variant #1058)",Respiratory,Severe
1059,I25.10.1059,Atherosclerotic heart disease of native coronary artery (Variant #1059),Cardiovascular,Severe
1060,I25.10.1060,Atherosclerotic heart disease of native coronary artery (Variant #1060),Cardiovascular,Severe
1061,C34.90.1061,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1061),Oncology,Critical
1062,K21.9.1062,Gastro-esophageal reflux disease without esophagitis (Variant #1062),Gastrointestinal,Mild
1063,M17.11.1063,"Unspecified primary osteoarthritis, right knee (Variant #1063)",Musculoskeletal,Moderate
1064,F41.1.1064,Generalized anxiety disorder (Variant #1064),Mental Health,Moderate
1065,R07.9.1065,"Chest pain, unspecified (Variant #1065)",Cardiovascular,Severe
1066,N39.0.1066,"Urinary tract infection, site not specified (Variant #1066)",Urological,Moderate
1067,C34.90.1067,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1067),Oncology,Critical
1068,K21.9.1068,Gastro-esophageal reflux disease without esophagitis (Variant #1068),Gastrointestinal,Mild
1069,R07.9.1069,"Chest pain, unspecified (Variant #1069)",Cardiovascular,Severe
1070,N39.0.1070,"Urinary tract infection, site not specified (Variant #1070)",Urological,Moderate
1071,N39.0.1071,"Urinary tract infection, site not specified (Variant #1071)",Urological,Moderate
1072,C34.90.1072,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1072),Oncology,Critical
1073,G40.909.1073,"Epilepsy, unspecified, not intractable (Variant #1073)",Neurology,Severe
1074,F41.1.1074,Generalized anxiety disorder (Variant #1074),Mental Health,Moderate
1075,J18.9.1075,"Pneumonia, unspecified organism (Variant #1075)",Respiratory,Severe
1076,G40.909.1076,"Epilepsy, unspecified, not intractable (Variant #1076)",Neurology,Severe
1077,J45.909.1077,"Unspecified asthma, uncomplicated (Variant #1077)",Respiratory,Moderate
1078,I10.1078,Essential (primary) hypertension (Variant #1078),Cardiovascular,Mild
1079,G40.909.1079,"Epilepsy, unspecified, not intractable (Variant #1079)",Neurology,Severe
1080,G40.909.1080,"Epilepsy, unspecified, not intractable (Variant #1080)",Neurology,Severe
1081,C34.90.1081,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1081),Oncology,Critical
1082,M17.11.1082,"Unspecified primary osteoarthritis, right knee (Variant #1082)",Musculoskeletal,Moderate
1083,I25.10.1083,Atherosclerotic heart disease of native coronary artery (Variant #1083),Cardiovascular,Severe
1084,M54.5.1084,"Low back pain, unspecified (Variant #1084)",Musculoskeletal,Mild
1085,E78.5.1085,"Hyperlipidemia, unspecified (Variant #1085)",Endocrine,Mild
1086,M17.11.1086,"Unspecified primary osteoarthritis, right knee (Variant #1086)",Musculoskeletal,Moderate
1087,C34.90.1087,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1087),Oncology,Critical
1088,J06.9.1088,"Acute upper respiratory infection, unspecified (Variant #1088)",Respiratory,Mild
1089,J06.9.1089,"Acute upper respiratory infection, unspecified (Variant #1089)",Respiratory,Mild
1090,M54.5.1090,"Low back pain, unspecified (Variant #1090)",Musculoskeletal,Mild
1091,I10.1091,Essential (primary) hypertension (Variant #1091),Cardiovascular,Mild
1092,C34.90.1092,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1092),Oncology,Critical
1093,K21.9.1093,Gastro-esophageal reflux disease without esophagitis (Variant #1093),Gastrointestinal,Mild
1094,E11.9.1094,Type 2 diabetes mellitus without complications (Variant #1094),Endocrine,Moderate
1095,J45.909.1095,"Unspecified asthma, uncomplicated (Variant #1095)",Respiratory,Moderate
1096,M17.11.1096,"Unspecified primary osteoarthritis, right knee (Variant #1096)",Musculoskeletal,Moderate
1097,G40.909.1097,"Epilepsy, unspecified, not intractable (Variant #1097)",Neurology,Severe
1098,I10.1098,Essential (primary) hypertension (Variant #1098),Cardiovascular,Mild
1099,J45.909.1099,"Unspecified asthma, uncomplicated (Variant #1099)",Respiratory,Moderate
1100,F41.1.1100,Generalized anxiety disorder (Variant #1100),Mental Health,Moderate
1101,M54.5.1101,"Low back pain, unspecified (Variant #1101)",Musculoskeletal,Mild
1102,J45.909.1102,"Unspecified asthma, uncomplicated (Variant #1102)",Respiratory,Moderate
1103,J18.9.1103,"Pneumonia, unspecified organism (Variant #1103)",Respiratory,Severe
1104,E11.9.1104,Type 2 diabetes mellitus without complications (Variant #1104),Endocrine,Moderate
1105,N39.0.1105,"Urinary tract infection, site not specified (Variant #1105)",Urological,Moderate
1106,E78.5.1106,"Hyperlipidemia, unspecified (Variant #1106)",Endocrine,Mild
1107,I25.10.1107,Atherosclerotic heart disease of native coronary artery (Variant #1107),Cardiovascular,Severe
1108,R07.9.1108,"Chest pain, unspecified (Variant #1108)",Cardiovascular,Severe
1109,C34.90.1109,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1109),Oncology,Critical
1110,G40.909.1110,"Epilepsy, unspecified, not intractable (Variant #1110)",Neurology,Severe
1111,E11.9.1111,Type 2 diabetes mellitus without complications (Variant #1111),Endocrine,Moderate
1112,J18.9.1112,"Pneumonia, unspecified organism (Variant #1112)",Respiratory,Severe
1113,K21.9.1113,Gastro-esophageal reflux disease without esophagitis (Variant #1113),Gastrointestinal,Mild
1114,J18.9.1114,"Pneumonia, unspecified organism (Variant #1114)",Respiratory,Severe
1115,I25.10.1115,Atherosclerotic heart disease of native coronary artery (Variant #1115),Cardiovascular,Severe
1116,I25.10.1116,Atherosclerotic heart disease of native coronary artery (Variant #1116),Cardiovascular,Severe
1117,G40.909.1117,"Epilepsy, unspecified, not intractable (Variant #1117)",Neurology,Severe
1118,M54.5.1118,"Low back pain, unspecified (Variant #1118)",Musculoskeletal,Mild
1119,I25.10.1119,Atherosclerotic heart disease of native coronary artery (Variant #1119),Cardiovascular,Severe
1120,K21.9.1120,Gastro-esophageal reflux disease without esophagitis (Variant #1120),Gastrointestinal,Mild
1121,M54.5.1121,"Low back pain, unspecified (Variant #1121)",Musculoskeletal,Mild
1122,M17.11.1122,"Unspecified primary osteoarthritis, right knee (Variant #1122)",Musculoskeletal,Moderate
1123,I10.1123,Essential (primary) hypertension (Variant #1123),Cardiovascular,Mild
1124,M54.5.1124,"Low back pain, unspecified (Variant #1124)",Musculoskeletal,Mild
1125,J06.9.1125,"Acute upper respiratory infection, unspecified (Variant #1125)",Respiratory,Mild
1126,M17.11.1126,"Unspecified primary osteoarthritis, right knee (Variant #1126)",Musculoskeletal,Moderate
1127,C34.90.1127,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1127),Oncology,Critical
1128,E78.5.1128,"Hyperlipidemia, unspecified (Variant #1128)",Endocrine,Mild
1129,R07.9.1129,"Chest pain, unspecified (Variant #1129)",Cardiovascular,Severe
1130,I25.10.1130,Atherosclerotic heart disease of native coronary artery (Variant #1130),Cardiovascular,Severe
1131,C34.90.1131,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1131),Oncology,Critical
1132,M17.11.1132,"Unspecified primary osteoarthritis, right knee (Variant #1132)",Musculoskeletal,Moderate
1133,E11.9.1133,Type 2 diabetes mellitus without complications (Variant #1133),Endocrine,Moderate
1134,R07.9.1134,"Chest pain, unspecified (Variant #1134)",Cardiovascular,Severe
1135,E11.9.1135,Type 2 diabetes mellitus without complications (Variant #1135),Endocrine,Moderate
1136,J45.909.1136,"Unspecified asthma, uncomplicated (Variant #1136)",Respiratory,Moderate
1137,G40.909.1137,"Epilepsy, unspecified, not intractable (Variant #1137)",Neurology,Severe
1138,G40.909.1138,"Epilepsy, unspecified, not intractable (Variant #1138)",Neurology,Severe
1139,E78.5.1139,"Hyperlipidemia, unspecified (Variant #1139)",Endocrine,Mild
1140,J18.9.1140,"Pneumonia, unspecified organism (Variant #1140)",Respiratory,Severe
1141,F41.1.1141,Generalized anxiety disorder (Variant #1141),Mental Health,Moderate
1142,N39.0.1142,"Urinary tract infection, site not specified (Variant #1142)",Urological,Moderate
1143,G40.909.1143,"Epilepsy, unspecified, not intractable (Variant #1143)",Neurology,Severe
1144,C34.90.1144,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1144),Oncology,Critical
1145,N39.0.1145,"Urinary tract infection, site not specified (Variant #1145)",Urological,Moderate
1146,R07.9.1146,"Chest pain, unspecified (Variant #1146)",Cardiovascular,Severe
1147,I10.1147,Essential (primary) hypertension (Variant #1147),Cardiovascular,Mild
1148,N39.0.1148,"Urinary tract infection, site not specified (Variant #1148)",Urological,Moderate
1149,N39.0.1149,"Urinary tract infection, site not specified (Variant #1149)",Urological,Moderate
1150,R07.9.1150,"Chest pain, unspecified (Variant #1150)",Cardiovascular,Severe
1151,N39.0.1151,"Urinary tract infection, site not specified (Variant #1151)",Urological,Moderate
1152,N39.0.1152,"Urinary tract infection, site not specified (Variant #1152)",Urological,Moderate
1153,I10.1153,Essential (primary) hypertension (Variant #1153),Cardiovascular,Mild
1154,K21.9.1154,Gastro-esophageal reflux disease without esophagitis (Variant #1154),Gastrointestinal,Mild
1155,C34.90.1155,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1155),Oncology,Critical
1156,R07.9.1156,"Chest pain, unspecified (Variant #1156)",Cardiovascular,Severe
1157,G40.909.1157,"Epilepsy, unspecified, not intractable (Variant #1157)",Neurology,Severe
1158,I25.10.1158,Atherosclerotic heart disease of native coronary artery (Variant #1158),Cardiovascular,Severe
1159,C34.90.1159,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1159),Oncology,Critical
1160,N39.0.1160,"Urinary tract infection, site not specified (Variant #1160)",Urological,Moderate
1161,J45.909.1161,"Unspecified asthma, uncomplicated (Variant #1161)",Respiratory,Moderate
1162,J06.9.1162,"Acute upper respiratory infection, unspecified (Variant #1162)",Respiratory,Mild
1163,R07.9.1163,"Chest pain, unspecified (Variant #1163)",Cardiovascular,Severe
1164,R07.9.1164,"Chest pain, unspecified (Variant #1164)",Cardiovascular,Severe
1165,J06.9.1165,"Acute upper respiratory infection, unspecified (Variant #1165)",Respiratory,Mild
1166,N39.0.1166,"Urinary tract infection, site not specified (Variant #1166)",Urological,Moderate
1167,G40.909.1167,"Epilepsy, unspecified, not intractable (Variant #1167)",Neurology,Severe
1168,N39.0.1168,"Urinary tract infection, site not specified (Variant #1168)",Urological,Moderate
1169,G40.909.1169,"Epilepsy, unspecified, not intractable (Variant #1169)",Neurology,Severe
1170,M54.5.1170,"Low back pain, unspecified (Variant #1170)",Musculoskeletal,Mild
1171,J18.9.1171,"Pneumonia, unspecified organism (Variant #1171)",Respiratory,Severe
1172,J45.909.1172,"Unspecified asthma, uncomplicated (Variant #1172)",Respiratory,Moderate
1173,F41.1.1173,Generalized anxiety disorder (Variant #1173),Mental Health,Moderate
1174,N39.0.1174,"Urinary tract infection, site not specified (Variant #1174)",Urological,Moderate
1175,N39.0.1175,"Urinary tract infection, site not specified (Variant #1175)",Urological,Moderate
1176,J18.9.1176,"Pneumonia, unspecified organism (Variant #1176)",Respiratory,Severe
1177,C34.90.1177,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1177),Oncology,Critical
1178,M54.5.1178,"Low back pain, unspecified (Variant #1178)",Musculoskeletal,Mild
1179,C34.90.1179,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1179),Oncology,Critical
1180,E78.5.1180,"Hyperlipidemia, unspecified (Variant #1180)",Endocrine,Mild
1181,M17.11.1181,"Unspecified primary osteoarthritis, right knee (Variant #1181)",Musculoskeletal,Moderate
1182,J18.9.1182,"Pneumonia, unspecified organism (Variant #1182)",Respiratory,Severe
1183,E78.5.1183,"Hyperlipidemia, unspecified (Variant #1183)",Endocrine,Mild
1184,I25.10.1184,Atherosclerotic heart disease of native coronary artery (Variant #1184),Cardiovascular,Severe
1185,J06.9.1185,"Acute upper respiratory infection, unspecified (Variant #1185)",Respiratory,Mild
1186,I10.1186,Essential (primary) hypertension (Variant #1186),Cardiovascular,Mild
1187,J45.909.1187,"Unspecified asthma, uncomplicated (Variant #1187)",Respiratory,Moderate
1188,J18.9.1188,"Pneumonia, unspecified organism (Variant #1188)",Respiratory,Severe
1189,J18.9.1189,"Pneumonia, unspecified organism (Variant #1189)",Respiratory,Severe
1190,K21.9.1190,Gastro-esophageal reflux disease without esophagitis (Variant #1190),Gastrointestinal,Mild
1191,M17.11.1191,"Unspecified primary osteoarthritis, right knee (Variant #1191)",Musculoskeletal,Moderate
1192,I25.10.1192,Atherosclerotic heart disease of native coronary artery (Variant #1192),Cardiovascular,Severe
1193,R07.9.1193,"Chest pain, unspecified (Variant #1193)",Cardiovascular,Severe
1194,J45.909.1194,"Unspecified asthma, uncomplicated (Variant #1194)",Respiratory,Moderate
1195,N39.0.1195,"Urinary tract infection, site not specified (Variant #1195)",Urological,Moderate
1196,C34.90.1196,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1196),Oncology,Critical
1197,J45.909.1197,"Unspecified asthma, uncomplicated (Variant #1197)",Respiratory,Moderate
1198,J06.9.1198,"Acute upper respiratory infection, unspecified (Variant #1198)",Respiratory,Mild
1199,M54.5.1199,"Low back pain, unspecified (Variant #1199)",Musculoskeletal,Mild
1200,I10.1200,Essential (primary) hypertension (Variant #1200),Cardiovascular,Mild
1201,C34.90.1201,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1201),Oncology,Critical
1202,M17.11.1202,"Unspecified primary osteoarthritis, right knee (Variant #1202)",Musculoskeletal,Moderate
1203,M54.5.1203,"Low back pain, unspecified (Variant #1203)",Musculoskeletal,Mild
1204,N39.0.1204,"Urinary tract infection, site not specified (Variant #1204)",Urological,Moderate
1205,M54.5.1205,"Low back pain, unspecified (Variant #1205)",Musculoskeletal,Mild
1206,E11.9.1206,Type 2 diabetes mellitus without complications (Variant #1206),Endocrine,Moderate
1207,I10.1207,Essential (primary) hypertension (Variant #1207),Cardiovascular,Mild
1208,M17.11.1208,"Unspecified primary osteoarthritis, right knee (Variant #1208)",Musculoskeletal,Moderate
1209,I10.1209,Essential (primary) hypertension (Variant #1209),Cardiovascular,Mild
1210,I25.10.1210,Atherosclerotic heart disease of native coronary artery (Variant #1210),Cardiovascular,Severe
1211,F41.1.1211,Generalized anxiety disorder (Variant #1211),Mental Health,Moderate
1212,R07.9.1212,"Chest pain, unspecified (Variant #1212)",Cardiovascular,Severe
1213,E11.9.1213,Type 2 diabetes mellitus without complications (Variant #1213),Endocrine,Moderate
1214,E11.9.1214,Type 2 diabetes mellitus without complications (Variant #1214),Endocrine,Moderate
1215,G40.909.1215,"Epilepsy, unspecified, not intractable (Variant #1215)",Neurology,Severe
1216,I25.10.1216,Atherosclerotic heart disease of native coronary artery (Variant #1216),Cardiovascular,Severe
1217,M54.5.1217,"Low back pain, unspecified (Variant #1217)",Musculoskeletal,Mild
1218,E11.9.1218,Type 2 diabetes mellitus without complications (Variant #1218),Endocrine,Moderate
1219,G40.909.1219,"Epilepsy, unspecified, not intractable (Variant #1219)",Neurology,Severe
1220,F41.1.1220,Generalized anxiety disorder (Variant #1220),Mental Health,Moderate
1221,J18.9.1221,"Pneumonia, unspecified organism (Variant #1221)",Respiratory,Severe
1222,J45.909.1222,"Unspecified asthma, uncomplicated (Variant #1222)",Respiratory,Moderate
1223,K21.9.1223,Gastro-esophageal reflux disease without esophagitis (Variant #1223),Gastrointestinal,Mild
1224,J18.9.1224,"Pneumonia, unspecified organism (Variant #1224)",Respiratory,Severe
1225,N39.0.1225,"Urinary tract infection, site not specified (Variant #1225)",Urological,Moderate
1226,M54.5.1226,"Low back pain, unspecified (Variant #1226)",Musculoskeletal,Mild
1227,I25.10.1227,Atherosclerotic heart disease of native coronary artery (Variant #1227),Cardiovascular,Severe
1228,C34.90.1228,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1228),Oncology,Critical
1229,J06.9.1229,"Acute upper respiratory infection, unspecified (Variant #1229)",Respiratory,Mild
1230,J18.9.1230,"Pneumonia, unspecified organism (Variant #1230)",Respiratory,Severe
1231,J45.909.1231,"Unspecified asthma, uncomplicated (Variant #1231)",Respiratory,Moderate
1232,E78.5.1232,"Hyperlipidemia, unspecified (Variant #1232)",Endocrine,Mild
1233,J45.909.1233,"Unspecified asthma, uncomplicated (Variant #1233)",Respiratory,Moderate
1234,R07.9.1234,"Chest pain, unspecified (Variant #1234)",Cardiovascular,Severe
1235,E11.9.1235,Type 2 diabetes mellitus without complications (Variant #1235),Endocrine,Moderate
1236,F41.1.1236,Generalized anxiety disorder (Variant #1236),Mental Health,Moderate
1237,R07.9.1237,"Chest pain, unspecified (Variant #1237)",Cardiovascular,Severe
1238,C34.90.1238,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1238),Oncology,Critical
1239,C34.90.1239,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1239),Oncology,Critical
1240,I25.10.1240,Atherosclerotic heart disease of native coronary artery (Variant #1240),Cardiovascular,Severe
1241,M17.11.1241,"Unspecified primary osteoarthritis, right knee (Variant #1241)",Musculoskeletal,Moderate
1242,F41.1.1242,Generalized anxiety disorder (Variant #1242),Mental Health,Moderate
1243,J18.9.1243,"Pneumonia, unspecified organism (Variant #1243)",Respiratory,Severe
1244,C34.90.1244,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1244),Oncology,Critical
1245,M54.5.1245,"Low back pain, unspecified (Variant #1245)",Musculoskeletal,Mild
1246,C34.90.1246,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1246),Oncology,Critical
1247,G40.909.1247,"Epilepsy, unspecified, not intractable (Variant #1247)",Neurology,Severe
1248,J18.9.1248,"Pneumonia, unspecified organism (Variant #1248)",Respiratory,Severe
1249,E78.5.1249,"Hyperlipidemia, unspecified (Variant #1249)",Endocrine,Mild
1250,E11.9.1250,Type 2 diabetes mellitus without complications (Variant #1250),Endocrine,Moderate
1251,J06.9.1251,"Acute upper respiratory infection, unspecified (Variant #1251)",Respiratory,Mild
1252,I25.10.1252,Atherosclerotic heart disease of native coronary artery (Variant #1252),Cardiovascular,Severe
1253,E78.5.1253,"Hyperlipidemia, unspecified (Variant #1253)",Endocrine,Mild
1254,E78.5.1254,"Hyperlipidemia, unspecified (Variant #1254)",Endocrine,Mild
1255,M54.5.1255,"Low back pain, unspecified (Variant #1255)",Musculoskeletal,Mild
1256,J06.9.1256,"Acute upper respiratory infection, unspecified (Variant #1256)",Respiratory,Mild
1257,J45.909.1257,"Unspecified asthma, uncomplicated (Variant #1257)",Respiratory,Moderate
1258,E11.9.1258,Type 2 diabetes mellitus without complications (Variant #1258),Endocrine,Moderate
1259,F41.1.1259,Generalized anxiety disorder (Variant #1259),Mental Health,Moderate
1260,G40.909.1260,"Epilepsy, unspecified, not intractable (Variant #1260)",Neurology,Severe
1261,R07.9.1261,"Chest pain, unspecified (Variant #1261)",Cardiovascular,Severe
1262,I10.1262,Essential (primary) hypertension (Variant #1262),Cardiovascular,Mild
1263,I25.10.1263,Atherosclerotic heart disease of native coronary artery (Variant #1263),Cardiovascular,Severe
1264,M17.11.1264,"Unspecified primary osteoarthritis, right knee (Variant #1264)",Musculoskeletal,Moderate
1265,M17.11.1265,"Unspecified primary osteoarthritis, right knee (Variant #1265)",Musculoskeletal,Moderate
1266,F41.1.1266,Generalized anxiety disorder (Variant #1266),Mental Health,Moderate
1267,F41.1.1267,Generalized anxiety disorder (Variant #1267),Mental Health,Moderate
1268,K21.9.1268,Gastro-esophageal reflux disease without esophagitis (Variant #1268),Gastrointestinal,Mild
1269,R07.9.1269,"Chest pain, unspecified (Variant #1269)",Cardiovascular,Severe
1270,F41.1.1270,Generalized anxiety disorder (Variant #1270),Mental Health,Moderate
1271,I10.1271,Essential (primary) hypertension (Variant #1271),Cardiovascular,Mild
1272,J45.909.1272,"Unspecified asthma, uncomplicated (Variant #1272)",Respiratory,Moderate
1273,M54.5.1273,"Low back pain, unspecified (Variant #1273)",Musculoskeletal,Mild
1274,N39.0.1274,"Urinary tract infection, site not specified (Variant #1274)",Urological,Moderate
1275,M17.11.1275,"Unspecified primary osteoarthritis, right knee (Variant #1275)",Musculoskeletal,Moderate
1276,R07.9.1276,"Chest pain, unspecified (Variant #1276)",Cardiovascular,Severe
1277,C34.90.1277,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1277),Oncology,Critical
1278,C34.90.1278,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1278),Oncology,Critical
1279,K21.9.1279,Gastro-esophageal reflux disease without esophagitis (Variant #1279),Gastrointestinal,Mild
1280,I10.1280,Essential (primary) hypertension (Variant #1280),Cardiovascular,Mild
1281,E78.5.1281,"Hyperlipidemia, unspecified (Variant #1281)",Endocrine,Mild
1282,J06.9.1282,"Acute upper respiratory infection, unspecified (Variant #1282)",Respiratory,Mild
1283,N39.0.1283,"Urinary tract infection, site not specified (Variant #1283)",Urological,Moderate
1284,J06.9.1284,"Acute upper respiratory infection, unspecified (Variant #1284)",Respiratory,Mild
1285,G40.909.1285,"Epilepsy, unspecified, not intractable (Variant #1285)",Neurology,Severe
1286,F41.1.1286,Generalized anxiety disorder (Variant #1286),Mental Health,Moderate
1287,K21.9.1287,Gastro-esophageal reflux disease without esophagitis (Variant #1287),Gastrointestinal,Mild
1288,J18.9.1288,"Pneumonia, unspecified organism (Variant #1288)",Respiratory,Severe
1289,M54.5.1289,"Low back pain, unspecified (Variant #1289)",Musculoskeletal,Mild
1290,I10.1290,Essential (primary) hypertension (Variant #1290),Cardiovascular,Mild
1291,R07.9.1291,"Chest pain, unspecified (Variant #1291)",Cardiovascular,Severe
1292,C34.90.1292,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1292),Oncology,Critical
1293,N39.0.1293,"Urinary tract infection, site not specified (Variant #1293)",Urological,Moderate
1294,E11.9.1294,Type 2 diabetes mellitus without complications (Variant #1294),Endocrine,Moderate
1295,F41.1.1295,Generalized anxiety disorder (Variant #1295),Mental Health,Moderate
1296,C34.90.1296,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1296),Oncology,Critical
1297,I25.10.1297,Atherosclerotic heart disease of native coronary artery (Variant #1297),Cardiovascular,Severe
1298,C34.90.1298,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1298),Oncology,Critical
1299,F41.1.1299,Generalized anxiety disorder (Variant #1299),Mental Health,Moderate
1300,J18.9.1300,"Pneumonia, unspecified organism (Variant #1300)",Respiratory,Severe
1301,F41.1.1301,Generalized anxiety disorder (Variant #1301),Mental Health,Moderate
1302,I10.1302,Essential (primary) hypertension (Variant #1302),Cardiovascular,Mild
1303,J45.909.1303,"Unspecified asthma, uncomplicated (Variant #1303)",Respiratory,Moderate
1304,I25.10.1304,Atherosclerotic heart disease of native coronary artery (Variant #1304),Cardiovascular,Severe
1305,I10.1305,Essential (primary) hypertension (Variant #1305),Cardiovascular,Mild
1306,J45.909.1306,"Unspecified asthma, uncomplicated (Variant #1306)",Respiratory,Moderate
1307,C34.90.1307,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1307),Oncology,Critical
1308,J18.9.1308,"Pneumonia, unspecified organism (Variant #1308)",Respiratory,Severe
1309,E78.5.1309,"Hyperlipidemia, unspecified (Variant #1309)",Endocrine,Mild
1310,E11.9.1310,Type 2 diabetes mellitus without complications (Variant #1310),Endocrine,Moderate
1311,E78.5.1311,"Hyperlipidemia, unspecified (Variant #1311)",Endocrine,Mild
1312,I25.10.1312,Atherosclerotic heart disease of native coronary artery (Variant #1312),Cardiovascular,Severe
1313,R07.9.1313,"Chest pain, unspecified (Variant #1313)",Cardiovascular,Severe
1314,G40.909.1314,"Epilepsy, unspecified, not intractable (Variant #1314)",Neurology,Severe
1315,I10.1315,Essential (primary) hypertension (Variant #1315),Cardiovascular,Mild
1316,J18.9.1316,"Pneumonia, unspecified organism (Variant #1316)",Respiratory,Severe
1317,C34.90.1317,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1317),Oncology,Critical
1318,I10.1318,Essential (primary) hypertension (Variant #1318),Cardiovascular,Mild
1319,J06.9.1319,"Acute upper respiratory infection, unspecified (Variant #1319)",Respiratory,Mild
1320,I25.10.1320,Atherosclerotic heart disease of native coronary artery (Variant #1320),Cardiovascular,Severe
