warehouse_inventory_id,location_id,product_id,quantity_on_hand,quantity_reserved,reorder_point,last_received_date
49089,1269,611,4171,432,1869,2026-07-22
49090,1296,9432,4819,561,1317,2026-07-14
49091,1256,9294,8142,1278,1735,2026-08-13
49092,1278,2145,13357,1589,1446,2026-06-07
49093,1278,7621,11809,2910,1724,2026-08-09
49094,1269,7388,13647,849,1612,2026-07-21
49095,1252,470,7114,1534,529,2026-07-10
49096,1268,2567,13931,1073,1407,2026-08-19
49097,1294,6790,6578,831,780,2026-07-06
49098,1279,2929,16821,3338,1102,2026-07-15
49099,1253,7552,18535,1187,1613,2026-07-20
49100,1257,5081,15338,2306,1073,2026-08-12
49101,1284,1617,15685,2686,1278,2026-06-17
49102,1273,7233,19703,1839,781,2026-07-06
49103,1255,5520,10719,687,1012,2026-07-25
49104,1256,2352,14681,3285,1903,2026-07-06
49105,1255,4955,4813,573,1682,2026-08-27
49106,1288,9748,5570,866,908,2026-07-14
49107,1300,1073,4890,644,1604,2026-06-05
49108,1295,5694,11691,1443,932,2026-08-10
49109,1289,427,4238,328,933,2026-07-02
49110,1270,2676,17364,2919,1877,2026-06-25
49111,1268,6386,4172,379,755,2026-06-18
49112,1275,8485,9239,2041,1970,2026-07-18
49113,1284,5955,17682,2677,1672,2026-07-14
49114,1272,8356,17354,3438,1760,2026-06-01
49115,1293,8257,11180,983,1589,2026-08-22
49116,1293,6557,14498,1314,1468,2026-07-23
49117,1293,214,15393,1816,727,2026-06-26
49118,1290,9894,5921,1381,1903,2026-07-17
49119,1296,1455,12647,2042,522,2026-08-02
49120,1289,34,12001,2791,1428,2026-06-18
49121,1251,2579,810,152,843,2026-07-12
49122,1271,2200,3057,280,910,2026-06-30
49123,1277,8336,5672,1275,656,2026-07-09
49124,1294,6680,1757,275,1218,2026-05-31
49125,1297,6590,14752,3277,1799,2026-06-22
49126,1276,9337,15251,1959,1202,2026-08-13
49127,1269,4431,5975,1360,1084,2026-07-04
49128,1260,3351,5398,550,1321,2026-06-20
49129,1282,8371,7882,425,1654,2026-08-05
49130,1300,766,6870,564,1673,2026-06-27
49131,1278,8065,5183,733,1619,2026-08-03
49132,1276,4191,19100,1275,1184,2026-08-04
49133,1288,9441,15020,3548,1617,2026-08-27
49134,1299,3039,19451,2345,868,2026-06-07
49135,1277,7965,15000,3594,1996,2026-08-13
49136,1256,2136,19718,3865,1632,2026-07-29
49137,1298,8536,19970,1055,1425,2026-08-23
49138,1291,6986,17377,1809,1320,2026-07-02
49139,1253,3916,4021,690,1579,2026-05-31
49140,1282,4011,11215,852,1765,2026-08-11
49141,1289,6764,9636,1015,929,2026-07-09
49142,1279,7588,18343,3944,1041,2026-07-18
49143,1258,4319,13399,2121,1145,2026-05-31
49144,1273,3187,2666,637,1812,2026-07-29
49145,1294,167,12955,878,1771,2026-06-28
49146,1260,3205,12998,1897,696,2026-07-06
49147,1291,1488,19669,2049,1974,2026-07-02
49148,1275,3033,735,137,1962,2026-06-01
49149,1278,6279,8583,805,1279,2026-06-10
49150,1279,1750,1809,195,1760,2026-07-26
49151,1290,724,12096,1003,1533,2026-07-04
49152,1256,6935,535,119,1542,2026-07-21
49153,1266,8646,581,91,1083,2026-06-01
49154,1274,9093,6409,465,629,2026-06-29
49155,1283,4305,9258,2142,650,2026-08-14
49156,1264,3157,15133,2161,1511,2026-06-08
49157,1253,6572,15988,1351,981,2026-06-19
49158,1254,1031,16179,2877,1403,2026-06-13
49159,1295,197,6043,1305,563,2026-07-27
49160,1268,4614,5090,844,625,2026-06-21
49161,1294,4022,8654,1734,503,2026-07-25
49162,1261,4172,15972,2440,787,2026-08-11
49163,1288,3921,12986,2491,899,2026-06-26
49164,1262,2998,17084,2184,1791,2026-08-15
49165,1269,6785,9811,1209,1914,2026-06-23
49166,1261,8778,14637,1315,1079,2026-08-21
49167,1275,7446,9419,1360,1083,2026-08-06
49168,1263,869,5457,1268,1252,2026-06-16
49169,1297,4094,14946,1378,613,2026-06-20
49170,1253,3559,18701,2394,1301,2026-07-11
49171,1298,4949,15324,801,717,2026-07-28
49172,1266,5428,6384,1087,985,2026-08-10
49173,1294,3286,6390,1354,722,2026-08-13
49174,1285,1354,5793,533,628,2026-08-23
49175,1284,4020,7571,850,653,2026-07-16
49176,1269,8396,5652,866,1962,2026-06-11
49177,1260,8211,8275,852,881,2026-07-23
49178,1263,5060,4544,622,1246,2026-07-19
49179,1298,3553,1879,225,1219,2026-07-28
49180,1293,9820,6472,788,1774,2026-08-01
49181,1281,3428,10476,2600,1112,2026-07-16
49182,1255,7676,19071,963,1102,2026-06-29
49183,1276,4392,11451,2321,691,2026-07-02
49184,1260,1922,5372,402,1192,2026-05-29
49185,1257,5256,19260,4183,735,2026-07-27
49186,1263,363,17810,2439,1000,2026-07-29
49187,1281,5082,11960,1227,1706,2026-07-05
49188,1282,7387,18117,3002,717,2026-07-21
49189,1270,6556,3718,386,1123,2026-07-30
49190,1288,4700,19662,3368,1088,2026-07-08
49191,1288,7952,13992,3031,1756,2026-07-14
49192,1293,7755,13062,683,1734,2026-07-16
49193,1251,3423,6446,493,1810,2026-07-19
49194,1300,2674,9479,602,1283,2026-07-10
49195,1274,461,9856,1194,1454,2026-06-27
49196,1297,6898,3370,460,1244,2026-08-13
49197,1292,9888,11264,1987,776,2026-08-15
49198,1270,3842,10821,1580,1884,2026-07-06
49199,1262,1326,8859,1636,776,2026-08-17
49200,1294,8143,18987,3029,896,2026-07-16
49201,1258,3583,5396,1338,835,2026-06-12
49202,1262,1209,5479,656,1055,2026-08-23
49203,1282,9833,3452,713,1646,2026-07-14
49204,1296,6969,15692,1401,1606,2026-08-17
49205,1256,6483,14586,1442,1860,2026-06-18
49206,1286,2582,18305,2094,1104,2026-08-02
49207,1267,5259,10824,1114,592,2026-08-20
49208,1251,8481,1531,122,1286,2026-06-02
49209,1269,9789,5499,357,848,2026-07-13
49210,1263,3864,16988,3615,514,2026-08-25
49211,1276,1666,17482,3944,1907,2026-07-05
49212,1261,2475,3823,669,632,2026-07-26
49213,1298,9358,8251,1688,1353,2026-07-21
49214,1262,7139,8108,650,1301,2026-06-16
49215,1260,7167,11889,2367,501,2026-06-24
49216,1285,3759,12867,1276,716,2026-08-26
49217,1269,7222,2602,478,554,2026-07-02
49218,1284,2429,3971,730,1781,2026-06-30
49219,1277,9071,7251,1406,581,2026-08-08
49220,1289,9552,9751,1088,1844,2026-06-26
49221,1261,1700,16920,1911,841,2026-08-20
49222,1264,7419,16219,1677,848,2026-06-12
49223,1287,9596,878,104,1895,2026-07-17
49224,1294,8011,1803,380,1180,2026-08-11
49225,1294,5101,15054,3459,722,2026-07-06
49226,1257,8828,3959,530,1274,2026-06-10
49227,1296,2010,5870,703,832,2026-07-22
49228,1279,1465,14496,1613,1112,2026-06-12
49229,1288,8528,5846,1348,950,2026-06-23
49230,1298,715,12655,970,1524,2026-08-02
49231,1257,4321,16913,2180,1470,2026-06-18
49232,1255,8576,15178,2814,1084,2026-08-26
49233,1255,8070,10976,1134,1866,2026-07-30
49234,1251,8350,5059,519,1157,2026-08-23
49235,1275,8960,18879,4597,837,2026-05-29
49236,1292,9176,19884,3185,1236,2026-08-24
49237,1298,2193,15798,3136,1805,2026-06-19
49238,1280,1442,15627,1944,1499,2026-06-02
49239,1272,5238,2419,237,1975,2026-08-24
49240,1270,4719,5725,439,1226,2026-08-22
49241,1292,6499,19800,1866,940,2026-06-21
49242,1266,7457,6865,1710,1835,2026-07-16
49243,1269,1263,2181,241,1384,2026-07-23
49244,1287,7155,18153,2209,1512,2026-08-27
49245,1288,3453,10822,2294,1675,2026-07-29
49246,1254,4317,16101,3339,1529,2026-08-06
49247,1300,6551,2053,502,1500,2026-08-11
49248,1295,9343,7954,760,1026,2026-06-10
49249,1292,8560,14345,2350,1025,2026-08-07
49250,1266,3644,6666,1478,1181,2026-06-30
49251,1293,4303,10462,1778,1448,2026-07-05
49252,1273,5378,9866,1450,820,2026-07-23
49253,1251,7763,9371,2240,552,2026-06-28
49254,1271,9001,19662,2374,1547,2026-06-28
49255,1298,6264,4863,488,1184,2026-07-17
49256,1257,8021,10262,2092,923,2026-06-17
49257,1260,3412,15996,1200,1544,2026-05-30
49258,1272,1535,18642,2919,1485,2026-06-14
49259,1271,7124,13468,1280,1563,2026-06-07
49260,1288,4403,5603,1256,1438,2026-06-06
49261,1259,4367,8774,1637,1809,2026-08-02
49262,1261,5217,5267,955,1510,2026-07-20
49263,1267,8225,7159,1117,539,2026-07-11
49264,1270,7596,14617,2033,1528,2026-07-06
49265,1300,7494,18443,2776,720,2026-06-26
49266,1271,8977,3691,782,1556,2026-08-22
49267,1254,1171,5932,588,593,2026-07-05
49268,1261,6028,16928,3068,1450,2026-07-28
49269,1298,4723,18549,4042,528,2026-07-05
49270,1273,7821,19580,3143,1426,2026-08-27
49271,1284,4210,8002,738,1857,2026-08-07
49272,1259,9216,18763,2345,1153,2026-06-10
49273,1295,3001,1442,306,1548,2026-08-02
49274,1288,6840,7951,1661,1524,2026-08-14
49275,1297,9660,17385,1014,1181,2026-06-04
49276,1284,2959,7244,859,779,2026-08-19
49277,1290,8212,4092,318,1186,2026-06-30
49278,1297,310,8900,1663,996,2026-06-26
49279,1286,6154,1884,312,1033,2026-08-26
49280,1252,7865,11843,2481,600,2026-07-09
49281,1278,6892,17730,1971,1941,2026-08-20
49282,1254,7965,9304,1037,1624,2026-07-04
49283,1262,1640,6927,725,574,2026-08-10
49284,1260,7351,956,174,832,2026-06-11
49285,1283,1912,11999,858,1448,2026-08-12
49286,1280,7806,937,54,1527,2026-07-24
49287,1283,5753,7552,1790,670,2026-08-17
49288,1289,2651,7528,1122,1123,2026-06-24
49289,1278,6219,2064,105,710,2026-08-20
49290,1280,1678,6368,762,767,2026-06-04
49291,1259,1672,5355,815,1150,2026-07-10
49292,1281,5046,15732,1184,1507,2026-07-21
49293,1266,4975,17542,2438,1500,2026-07-14
49294,1273,3722,3191,532,992,2026-08-04
49295,1267,1125,16088,1474,918,2026-08-07
49296,1284,2993,17225,3599,1274,2026-07-18
49297,1256,9253,6110,831,834,2026-08-11
49298,1283,4655,7445,1637,1722,2026-05-30
49299,1265,2535,7612,394,732,2026-06-20
49300,1274,4490,4068,542,999,2026-07-15
49301,1265,2991,14655,2995,1762,2026-08-06
49302,1252,2419,14091,1750,1598,2026-06-23
49303,1285,5949,10765,2067,765,2026-07-02
49304,1291,5831,13057,3050,1949,2026-08-13
49305,1281,5381,7051,1314,1945,2026-06-23
49306,1287,5928,19470,4329,1993,2026-07-13
49307,1293,2847,4809,356,1826,2026-07-23
49308,1268,3980,8101,1365,1528,2026-07-03
49309,1288,4692,17957,3327,1942,2026-08-05
49310,1297,1313,10415,563,639,2026-08-20
49311,1284,2298,1960,441,1237,2026-08-15
49312,1277,7042,19723,2199,521,2026-07-22
49313,1263,230,1686,260,502,2026-07-05
49314,1252,8841,3673,845,1098,2026-07-30
49315,1279,6684,16449,3829,585,2026-08-20
49316,1259,2421,17360,1754,503,2026-08-02
49317,1272,1983,6079,1229,1233,2026-06-09
49318,1291,2758,14311,870,1672,2026-08-26
49319,1281,7312,19347,1599,604,2026-08-02
49320,1252,760,6003,1093,1314,2026-08-24
49321,1271,499,11774,2334,1175,2026-07-24
49322,1252,9893,13567,1539,1790,2026-07-14
49323,1269,1646,16518,2840,891,2026-06-19
49324,1291,1006,869,79,914,2026-06-21
49325,1259,8442,18640,1766,1317,2026-08-08
49326,1279,6188,9413,1089,1684,2026-06-30
49327,1296,4584,4981,762,1617,2026-06-13
49328,1277,7289,16093,1542,1491,2026-06-28
49329,1259,3502,10836,1255,1128,2026-07-21
49330,1276,4862,9658,626,849,2026-07-13
49331,1252,2377,5898,1196,1700,2026-06-20
49332,1279,6281,9558,650,1873,2026-08-17
49333,1283,5663,14319,2384,1513,2026-07-25
49334,1270,2368,19562,2904,843,2026-06-03
49335,1255,2488,9217,665,1532,2026-07-18
49336,1264,7100,4175,428,1620,2026-07-02
49337,1254,5481,3681,190,530,2026-08-27
49338,1278,6064,19135,2007,1712,2026-07-13
49339,1288,5898,18701,2478,1355,2026-07-12
49340,1279,8755,13481,1749,1337,2026-07-04
49341,1257,7121,4224,437,851,2026-07-25
49342,1267,2164,18927,4303,1087,2026-07-15
49343,1291,9788,19268,1251,1696,2026-06-17
49344,1258,2042,799,168,852,2026-08-18
49345,1269,440,8937,1322,553,2026-08-22
49346,1266,9783,1487,144,963,2026-07-16
49347,1300,2084,10165,1606,1769,2026-07-02
49348,1280,2537,3390,806,1478,2026-06-10
49349,1294,3989,5793,550,1628,2026-06-29
49350,1278,4570,4414,1001,708,2026-06-21
49351,1291,2097,10338,2097,1581,2026-08-08
49352,1287,7337,7823,1951,1625,2026-07-20
49353,1294,4107,11093,1436,924,2026-05-29
49354,1279,4315,997,178,1332,2026-06-18
49355,1268,2970,17962,3117,892,2026-07-14
49356,1259,8065,16168,1535,1293,2026-07-21
49357,1283,4189,14182,2338,775,2026-08-25
49358,1288,1582,15136,900,722,2026-08-27
49359,1260,5804,16173,2548,1958,2026-08-08
49360,1295,1101,16471,1764,811,2026-06-11
49361,1260,3409,3822,642,883,2026-08-20
49362,1269,7497,8862,1146,1686,2026-07-17
49363,1264,7317,3603,878,1513,2026-06-06
49364,1288,8387,19962,1966,547,2026-07-29
49365,1269,5132,3509,238,1253,2026-08-05
49366,1288,5661,14423,1256,1630,2026-07-10
49367,1251,76,4478,980,1605,2026-06-23
49368,1257,3641,4818,505,1138,2026-07-15
49369,1272,1050,6968,1624,1865,2026-06-12
49370,1279,6678,14510,1017,1768,2026-08-11
49371,1295,3038,18560,3443,1915,2026-08-17
49372,1264,5755,4229,553,1267,2026-08-16
49373,1265,4105,19412,4417,1076,2026-06-25
49374,1259,260,3710,299,1444,2026-07-31
49375,1297,3355,12909,1067,1128,2026-06-14
49376,1262,6384,12903,1255,1837,2026-06-05
49377,1295,3684,16528,2049,1555,2026-08-27
49378,1265,7902,7144,962,962,2026-08-01
49379,1265,2853,19398,2910,1568,2026-06-07
49380,1262,9383,4171,373,1672,2026-07-21
49381,1257,2175,4780,526,854,2026-08-10
49382,1264,1228,18939,1712,920,2026-06-28
49383,1285,9510,19007,3454,1355,2026-07-30
49384,1266,9765,5900,1119,862,2026-06-18
49385,1292,9661,9435,1986,1541,2026-06-20
49386,1273,256,5612,1057,1007,2026-06-09
49387,1294,1741,5537,812,732,2026-06-28
49388,1278,9229,9847,527,672,2026-08-10
49389,1298,2064,4023,632,1978,2026-07-28
49390,1257,8501,14541,3473,937,2026-08-19
49391,1281,441,8214,1227,801,2026-07-16
49392,1274,1806,16965,4133,1376,2026-07-20
49393,1267,535,7790,1072,1097,2026-06-24
49394,1290,483,15104,1207,1878,2026-08-12
49395,1266,7712,10320,2089,1033,2026-08-16
49396,1262,4809,19321,1016,597,2026-06-06
49397,1251,7030,12787,706,1455,2026-06-05
49398,1257,1215,5411,791,1403,2026-07-01
49399,1257,6692,15656,1353,821,2026-08-03
49400,1293,5110,12496,750,555,2026-06-15
49401,1287,7276,10599,1167,1190,2026-07-29
49402,1287,7691,3480,654,1654,2026-06-03
49403,1298,715,9839,638,889,2026-08-09
49404,1261,1074,17348,4282,1709,2026-07-06
49405,1293,2855,6738,1352,727,2026-08-01
49406,1294,6913,17175,3245,839,2026-06-14
49407,1286,1189,4999,614,875,2026-07-20
49408,1296,9935,1877,453,1149,2026-07-05
49409,1270,5253,1183,159,1982,2026-07-11
49410,1287,8260,17527,1225,933,2026-06-17
49411,1300,6464,9607,538,1743,2026-07-17
49412,1273,45,14398,3118,990,2026-07-13
49413,1299,1654,12138,2864,1886,2026-07-23
49414,1292,6865,955,233,602,2026-07-24
49415,1274,8859,10685,1171,1503,2026-06-24
49416,1256,3141,8574,1901,1975,2026-05-31
49417,1253,2405,12397,2332,1774,2026-06-11
49418,1297,3058,16693,3802,1362,2026-08-09
49419,1285,9484,16181,3465,1056,2026-06-19
49420,1298,8451,10534,1578,1954,2026-07-26
49421,1253,2991,15479,1192,1474,2026-05-30
49422,1258,3084,14902,1931,1842,2026-06-29
49423,1272,4831,17775,1883,762,2026-08-23
49424,1261,8654,18321,3885,667,2026-08-08
49425,1275,10000,10224,1871,897,2026-06-15
49426,1254,3891,10290,1376,1098,2026-07-19
49427,1288,6500,17381,3488,1750,2026-07-22
49428,1274,8405,12786,1064,557,2026-07-15
49429,1274,3282,2918,610,1460,2026-08-11
49430,1296,8211,8894,1267,1528,2026-08-27
49431,1268,1254,1783,411,823,2026-06-24
49432,1254,1734,19104,3884,1659,2026-07-13
49433,1256,5378,11456,585,870,2026-08-14
49434,1258,9454,10343,1807,1454,2026-08-20
49435,1286,4330,4672,421,1937,2026-07-22
49436,1296,8992,13630,1754,1267,2026-08-23
49437,1289,3201,16037,2267,1014,2026-08-25
49438,1286,7064,19395,4764,844,2026-07-08
49439,1277,4299,2959,241,1841,2026-05-29
49440,1251,9238,5061,933,576,2026-08-22
49441,1265,3561,10559,1911,948,2026-06-14
49442,1284,9076,10061,1338,1287,2026-08-04
49443,1267,6219,6346,1024,1962,2026-08-10
49444,1288,5236,13357,1790,1156,2026-07-25
49445,1274,3414,19740,3518,1069,2026-06-20
49446,1254,6459,19587,1743,1600,2026-06-16
49447,1269,2177,17917,2197,697,2026-07-24
49448,1253,5595,6299,1289,584,2026-08-21
49449,1286,8175,14882,1409,758,2026-06-05
49450,1288,3816,2106,214,1785,2026-08-19
49451,1258,9649,610,145,1572,2026-06-03
49452,1286,9624,4244,446,1839,2026-07-03
49453,1298,6234,4620,766,1478,2026-05-30
49454,1276,4270,1293,224,1065,2026-07-30
49455,1296,7422,1022,194,587,2026-08-01
49456,1267,5768,19205,1034,1793,2026-06-08
49457,1292,5743,3193,587,757,2026-08-23
49458,1280,2182,4706,564,849,2026-06-03
49459,1300,5580,7619,955,814,2026-07-27
49460,1262,3994,1256,169,836,2026-06-07
49461,1253,3470,4404,295,786,2026-08-01
49462,1257,4459,4521,441,565,2026-07-19
49463,1295,2856,2851,266,1873,2026-07-08
49464,1271,1210,10393,876,1493,2026-07-21
49465,1276,881,10425,705,801,2026-07-15
49466,1251,5084,11405,2025,877,2026-06-11
49467,1279,2383,19559,1962,1259,2026-08-21
49468,1299,2902,12782,1509,1201,2026-07-18
49469,1260,9663,16075,830,1234,2026-07-17
49470,1257,8393,11438,2381,1851,2026-06-14
49471,1278,1058,3837,571,1695,2026-07-29
49472,1259,9145,3082,600,1263,2026-08-10
49473,1274,1868,16963,1406,1727,2026-06-04
49474,1268,8021,5103,540,620,2026-07-27
49475,1288,7635,19243,1825,809,2026-07-07
49476,1279,6711,15974,3164,798,2026-07-03
49477,1294,2550,15566,2906,1940,2026-07-06
49478,1254,7030,8635,973,915,2026-06-19
49479,1270,4240,3039,297,1871,2026-06-08
49480,1291,376,600,46,963,2026-08-05
49481,1278,9439,19916,2710,1417,2026-08-27
49482,1281,1493,8278,1179,1450,2026-08-16
49483,1254,5349,12205,2391,1149,2026-08-11
49484,1295,7413,1254,207,1962,2026-06-06
49485,1281,4726,8661,1859,1174,2026-08-13
49486,1279,8488,7822,1591,542,2026-07-19
49487,1280,916,15953,1534,1884,2026-06-09
49488,1294,2206,16997,864,782,2026-05-30
49489,1256,1624,1575,127,1529,2026-06-13
49490,1262,1164,8402,601,1233,2026-08-04
49491,1288,5182,7575,1479,1410,2026-06-22
49492,1271,607,19704,2989,845,2026-07-10
49493,1288,4001,14794,2751,1732,2026-06-20
49494,1295,621,4329,362,879,2026-07-08
49495,1252,5238,17374,1202,1118,2026-08-23
49496,1270,9929,17047,3403,995,2026-08-10
49497,1267,6586,18379,3226,870,2026-08-18
49498,1280,6104,18993,4488,1815,2026-08-17
49499,1279,4189,10202,2028,1737,2026-06-04
49500,1289,305,16842,992,1905,2026-07-20
49501,1278,8858,7138,1145,1008,2026-08-08
49502,1270,4102,14765,2783,738,2026-08-05
49503,1253,1008,11373,1380,988,2026-08-13
49504,1262,3525,5569,914,969,2026-07-07
49505,1278,6570,8233,1120,912,2026-08-07
49506,1267,4134,3717,844,1155,2026-05-31
49507,1292,6849,6502,1092,1398,2026-07-02
49508,1262,920,18603,1629,1904,2026-07-14
49509,1259,8099,18023,2087,1558,2026-06-22
49510,1276,683,6508,544,893,2026-06-20
49511,1288,5048,19533,1250,828,2026-06-09
49512,1290,5021,6202,1077,1004,2026-08-01
49513,1298,5467,3202,620,1180,2026-07-21
49514,1270,7287,2462,312,1583,2026-07-06
49515,1275,3127,17986,3931,1298,2026-06-28
49516,1295,3625,13840,1160,638,2026-08-14
49517,1257,3929,10794,702,1152,2026-08-20
49518,1254,8895,18116,4142,949,2026-07-26
49519,1251,5758,12799,900,824,2026-06-03
49520,1297,748,12849,2152,1965,2026-07-15
49521,1297,9530,5540,1152,982,2026-08-09
49522,1287,5682,1938,254,576,2026-06-23
49523,1290,7774,13695,3172,1384,2026-07-10
49524,1269,5753,18707,4270,1339,2026-06-30
49525,1264,1479,17115,1713,1546,2026-06-25
49526,1290,8908,3829,779,1475,2026-08-11
49527,1254,1278,6573,1641,1453,2026-07-02
49528,1298,3655,13118,1554,1635,2026-07-08
49529,1289,3261,3856,592,814,2026-07-31
49530,1271,2851,10413,1893,1218,2026-06-19
49531,1256,1800,8695,1595,681,2026-08-26
49532,1254,9819,18571,3222,1785,2026-07-25
49533,1253,9433,5905,305,1603,2026-07-01
49534,1267,4990,17040,3299,1751,2026-05-30
49535,1287,9056,8531,557,1790,2026-08-16
49536,1276,2107,13989,1341,572,2026-07-15
49537,1284,2206,11463,1268,1070,2026-05-30
49538,1261,6929,3487,836,751,2026-06-25
49539,1264,4622,15491,1513,1131,2026-08-04
49540,1264,2704,13364,2191,1464,2026-08-20
49541,1299,9068,1638,236,903,2026-08-02
49542,1289,2274,19263,3461,1993,2026-08-20
49543,1279,5550,12945,1428,1077,2026-06-19
49544,1297,2308,12430,1550,1702,2026-06-09
49545,1273,6877,17143,2616,1261,2026-08-27
49546,1284,4266,9710,1056,1972,2026-08-13
49547,1288,6870,8875,790,1682,2026-07-25
49548,1271,8424,19446,3402,1976,2026-08-13
49549,1274,2752,7189,496,989,2026-08-09
49550,1264,5166,9096,562,1438,2026-07-06
49551,1291,2002,3735,744,1805,2026-08-13
49552,1274,1295,18138,2899,809,2026-08-16
49553,1251,5340,3623,582,1000,2026-06-05
49554,1285,7074,12712,2979,806,2026-08-03
49555,1261,1676,10547,647,514,2026-06-04
49556,1292,1204,1340,283,1256,2026-06-16
49557,1286,9112,3572,269,1488,2026-06-07
49558,1266,4063,18618,2190,1176,2026-08-11
49559,1262,7670,7802,795,1555,2026-08-18
49560,1297,4260,17486,4316,1562,2026-08-21
49561,1290,122,4246,724,1303,2026-08-06
49562,1252,7041,5415,1331,692,2026-07-02
49563,1259,8688,3716,922,660,2026-07-30
49564,1271,3619,13262,1935,1406,2026-07-11
49565,1251,3364,11459,852,1391,2026-06-10
49566,1296,2020,6375,1342,1353,2026-08-26
49567,1256,5232,19067,3984,995,2026-07-08
49568,1271,7964,3468,265,1521,2026-08-02
49569,1298,8231,10872,1147,1467,2026-07-12
49570,1267,2476,18781,4215,618,2026-08-20
49571,1278,6527,8206,1914,691,2026-06-27
49572,1296,4385,16526,3537,581,2026-05-30
49573,1267,7300,5635,1217,1385,2026-06-02
49574,1300,4918,3567,437,631,2026-08-19
49575,1253,8855,1329,97,598,2026-07-09
49576,1287,7674,11395,2127,729,2026-07-18
49577,1270,791,18708,2727,948,2026-06-19
49578,1275,3339,1708,196,1914,2026-08-04
49579,1295,4570,15888,798,1921,2026-08-09
49580,1286,3400,13645,3288,1725,2026-06-27
49581,1295,4592,5160,352,1305,2026-08-21
49582,1271,6583,17686,1790,1817,2026-07-08
49583,1298,2112,2258,424,979,2026-08-06
49584,1283,2421,4328,371,1812,2026-08-12
49585,1269,326,5173,1215,1508,2026-06-03
49586,1298,9765,9977,1023,859,2026-07-28
49587,1277,1355,2657,174,1993,2026-07-05
49588,1255,4631,4871,992,1224,2026-08-11
49589,1300,5378,15793,3383,1463,2026-06-13
49590,1296,1089,18473,3204,672,2026-05-31
49591,1284,4681,6128,384,1440,2026-06-30
49592,1286,8488,19409,2654,1928,2026-08-20
49593,1259,7838,14894,1569,922,2026-05-29
49594,1255,1835,6994,1045,837,2026-08-09
49595,1278,31,3362,599,1610,2026-07-20
49596,1257,1141,2688,643,1798,2026-07-12
49597,1284,9088,13767,2299,1421,2026-05-30
49598,1292,9235,16296,2714,737,2026-08-07
49599,1270,777,16084,2959,1625,2026-06-26
49600,1284,6325,19523,3243,1900,2026-07-01
49601,1262,1156,9195,648,1770,2026-07-29
49602,1269,5766,12074,2451,1537,2026-06-12
49603,1279,7524,18198,2456,1680,2026-07-06
49604,1286,5641,9633,2126,877,2026-08-24
49605,1299,2790,16870,3693,767,2026-07-06
49606,1252,9480,15095,3482,588,2026-07-31
49607,1264,8170,13742,1410,1253,2026-06-01
49608,1253,4180,12551,730,1775,2026-08-01
49609,1270,5574,1027,232,1284,2026-07-26
49610,1252,8851,15011,3154,1571,2026-08-05
49611,1263,768,11390,1647,1374,2026-08-07
49612,1290,5390,2422,431,759,2026-06-02
49613,1296,8380,3818,728,1805,2026-06-14
49614,1257,7886,12543,1854,1989,2026-06-01
49615,1284,495,7109,1608,1278,2026-06-26
49616,1295,6276,8610,1129,1962,2026-06-07
49617,1288,2517,17796,1511,1455,2026-06-14
49618,1290,9377,15641,1541,791,2026-07-17
49619,1269,2218,1553,157,1606,2026-08-15
49620,1296,4903,9049,862,855,2026-07-22
49621,1289,2094,16195,3702,1751,2026-06-24
49622,1291,1671,16929,1614,834,2026-07-22
49623,1270,7715,16530,868,1227,2026-07-29
49624,1284,3617,13224,2040,574,2026-06-30
49625,1285,4896,11301,594,892,2026-08-16
49626,1290,4020,9961,2100,1587,2026-08-08
49627,1255,4211,11084,1820,1346,2026-08-13
49628,1294,3331,776,101,1994,2026-07-04
49629,1293,4379,1714,399,847,2026-07-22
49630,1282,1898,2978,717,1464,2026-06-06
49631,1285,5511,4419,246,1092,2026-08-02
49632,1296,6639,4350,635,1436,2026-06-12
49633,1262,7378,12651,674,846,2026-06-15
49634,1282,4266,9115,1854,879,2026-06-29
49635,1259,3865,14658,1380,1384,2026-08-04
49636,1280,1024,5440,425,1087,2026-06-06
49637,1274,6363,13038,2115,1505,2026-06-22
49638,1268,1504,17386,3972,1253,2026-06-02
49639,1273,8732,3125,588,1946,2026-08-11
49640,1289,2315,6795,1184,1564,2026-08-26
49641,1277,198,2920,152,822,2026-07-22
49642,1300,9623,5479,1266,1895,2026-06-02
49643,1283,3909,12117,1646,873,2026-08-03
49644,1271,7232,16199,1115,1841,2026-07-10
49645,1271,1191,7945,1892,1237,2026-06-13
49646,1293,938,18839,2071,525,2026-07-09
49647,1279,9043,19180,1574,580,2026-08-20
49648,1264,8622,16866,1929,774,2026-06-25
49649,1252,8422,11832,693,1669,2026-06-28
49650,1284,9859,9015,1030,1650,2026-07-20
49651,1292,7864,5312,724,732,2026-08-09
49652,1283,1002,19900,1900,1977,2026-07-10
49653,1290,3208,12102,1470,887,2026-06-28
49654,1294,2683,11752,1672,1749,2026-06-20
49655,1287,9396,19412,3603,663,2026-06-13
49656,1284,1496,10761,2277,1580,2026-06-06
49657,1276,3131,9870,791,1615,2026-07-23
49658,1298,5382,19926,3206,1692,2026-06-14
49659,1288,8411,7873,945,1998,2026-08-21
49660,1269,253,4660,1058,1668,2026-08-14
49661,1299,2255,19455,1623,1085,2026-08-22
49662,1264,6441,6822,1563,1352,2026-07-05
49663,1299,3390,19836,4954,1666,2026-06-26
49664,1258,432,13017,1938,1074,2026-06-15
49665,1280,7174,3201,319,1648,2026-08-12
