date_id,full_date,day_of_week,day_name,day_of_month,month,month_name,quarter,year,is_weekend,is_holiday
20251217,2025-12-17,3,Wednesday,17,12,December,4,2025,0,0
20251218,2025-12-18,4,Thursday,18,12,December,4,2025,0,0
20251219,2025-12-19,5,Friday,19,12,December,4,2025,0,0
20251220,2025-12-20,6,Saturday,20,12,December,4,2025,1,0
20251221,2025-12-21,7,Sunday,21,12,December,4,2025,1,0
20251222,2025-12-22,1,Monday,22,12,December,4,2025,0,0
20251223,2025-12-23,2,Tuesday,23,12,December,4,2025,0,0
20251224,2025-12-24,3,Wednesday,24,12,December,4,2025,0,0
20251225,2025-12-25,4,Thursday,25,12,December,4,2025,0,1
20251226,2025-12-26,5,Friday,26,12,December,4,2025,0,0
20251227,2025-12-27,6,Saturday,27,12,December,4,2025,1,0
20251228,2025-12-28,7,Sunday,28,12,December,4,2025,1,0
20251229,2025-12-29,1,Monday,29,12,December,4,2025,0,0
20251230,2025-12-30,2,Tuesday,30,12,December,4,2025,0,0
20251231,2025-12-31,3,Wednesday,31,12,December,4,2025,0,0
20260101,2026-01-01,4,Thursday,1,1,January,1,2026,0,1
20260102,2026-01-02,5,Friday,2,1,January,1,2026,0,0
20260103,2026-01-03,6,Saturday,3,1,January,1,2026,1,0
20260104,2026-01-04,7,Sunday,4,1,January,1,2026,1,0
20260105,2026-01-05,1,Monday,5,1,January,1,2026,0,0
20260106,2026-01-06,2,Tuesday,6,1,January,1,2026,0,0
20260107,2026-01-07,3,Wednesday,7,1,January,1,2026,0,0
20260108,2026-01-08,4,Thursday,8,1,January,1,2026,0,0
20260109,2026-01-09,5,Friday,9,1,January,1,2026,0,0
20260110,2026-01-10,6,Saturday,10,1,January,1,2026,1,0
20260111,2026-01-11,7,Sunday,11,1,January,1,2026,1,0
20260112,2026-01-12,1,Monday,12,1,January,1,2026,0,0
20260113,2026-01-13,2,Tuesday,13,1,January,1,2026,0,0
20260114,2026-01-14,3,Wednesday,14,1,January,1,2026,0,0
20260115,2026-01-15,4,Thursday,15,1,January,1,2026,0,0
20260116,2026-01-16,5,Friday,16,1,January,1,2026,0,0
20260117,2026-01-17,6,Saturday,17,1,January,1,2026,1,0
20260118,2026-01-18,7,Sunday,18,1,January,1,2026,1,0
20260119,2026-01-19,1,Monday,19,1,January,1,2026,0,0
20260120,2026-01-20,2,Tuesday,20,1,January,1,2026,0,0
20260121,2026-01-21,3,Wednesday,21,1,January,1,2026,0,0
20260122,2026-01-22,4,Thursday,22,1,January,1,2026,0,0
20260123,2026-01-23,5,Friday,23,1,January,1,2026,0,0
20260124,2026-01-24,6,Saturday,24,1,January,1,2026,1,0
20260125,2026-01-25,7,Sunday,25,1,January,1,2026,1,0
20260126,2026-01-26,1,Monday,26,1,January,1,2026,0,0
20260127,2026-01-27,2,Tuesday,27,1,January,1,2026,0,0
20260128,2026-01-28,3,Wednesday,28,1,January,1,2026,0,0
20260129,2026-01-29,4,Thursday,29,1,January,1,2026,0,0
20260130,2026-01-30,5,Friday,30,1,January,1,2026,0,0
20260131,2026-01-31,6,Saturday,31,1,January,1,2026,1,0
20260201,2026-02-01,7,Sunday,1,2,February,1,2026,1,0
20260202,2026-02-02,1,Monday,2,2,February,1,2026,0,0
20260203,2026-02-03,2,Tuesday,3,2,February,1,2026,0,0
20260204,2026-02-04,3,Wednesday,4,2,February,1,2026,0,0
20260205,2026-02-05,4,Thursday,5,2,February,1,2026,0,0
20260206,2026-02-06,5,Friday,6,2,February,1,2026,0,0
20260207,2026-02-07,6,Saturday,7,2,February,1,2026,1,0
20260208,2026-02-08,7,Sunday,8,2,February,1,2026,1,0
20260209,2026-02-09,1,Monday,9,2,February,1,2026,0,0
20260210,2026-02-10,2,Tuesday,10,2,February,1,2026,0,0
20260211,2026-02-11,3,Wednesday,11,2,February,1,2026,0,0
20260212,2026-02-12,4,Thursday,12,2,February,1,2026,0,0
20260213,2026-02-13,5,Friday,13,2,February,1,2026,0,0
20260214,2026-02-14,6,Saturday,14,2,February,1,2026,1,0
20260215,2026-02-15,7,Sunday,15,2,February,1,2026,1,0
20260216,2026-02-16,1,Monday,16,2,February,1,2026,0,0
20260217,2026-02-17,2,Tuesday,17,2,February,1,2026,0,0
20260218,2026-02-18,3,Wednesday,18,2,February,1,2026,0,0
20260219,2026-02-19,4,Thursday,19,2,February,1,2026,0,0
20260220,2026-02-20,5,Friday,20,2,February,1,2026,0,0
20260221,2026-02-21,6,Saturday,21,2,February,1,2026,1,0
20260222,2026-02-22,7,Sunday,22,2,February,1,2026,1,0
20260223,2026-02-23,1,Monday,23,2,February,1,2026,0,0
20260224,2026-02-24,2,Tuesday,24,2,February,1,2026,0,0
20260225,2026-02-25,3,Wednesday,25,2,February,1,2026,0,0
20260226,2026-02-26,4,Thursday,26,2,February,1,2026,0,0
20260227,2026-02-27,5,Friday,27,2,February,1,2026,0,0
20260228,2026-02-28,6,Saturday,28,2,February,1,2026,1,0
20260301,2026-03-01,7,Sunday,1,3,March,1,2026,1,0
20260302,2026-03-02,1,Monday,2,3,March,1,2026,0,0
20260303,2026-03-03,2,Tuesday,3,3,March,1,2026,0,0
20260304,2026-03-04,3,Wednesday,4,3,March,1,2026,0,0
20260305,2026-03-05,4,Thursday,5,3,March,1,2026,0,0
20260306,2026-03-06,5,Friday,6,3,March,1,2026,0,0
20260307,2026-03-07,6,Saturday,7,3,March,1,2026,1,0
20260308,2026-03-08,7,Sunday,8,3,March,1,2026,1,0
20260309,2026-03-09,1,Monday,9,3,March,1,2026,0,0
20260310,2026-03-10,2,Tuesday,10,3,March,1,2026,0,0
20260311,2026-03-11,3,Wednesday,11,3,March,1,2026,0,0
20260312,2026-03-12,4,Thursday,12,3,March,1,2026,0,0
20260313,2026-03-13,5,Friday,13,3,March,1,2026,0,0
20260314,2026-03-14,6,Saturday,14,3,March,1,2026,1,0
20260315,2026-03-15,7,Sunday,15,3,March,1,2026,1,0
20260316,2026-03-16,1,Monday,16,3,March,1,2026,0,0
20260317,2026-03-17,2,Tuesday,17,3,March,1,2026,0,0
20260318,2026-03-18,3,Wednesday,18,3,March,1,2026,0,0
20260319,2026-03-19,4,Thursday,19,3,March,1,2026,0,0
20260320,2026-03-20,5,Friday,20,3,March,1,2026,0,0
20260321,2026-03-21,6,Saturday,21,3,March,1,2026,1,0
20260322,2026-03-22,7,Sunday,22,3,March,1,2026,1,0
20260323,2026-03-23,1,Monday,23,3,March,1,2026,0,0
20260324,2026-03-24,2,Tuesday,24,3,March,1,2026,0,0
20260325,2026-03-25,3,Wednesday,25,3,March,1,2026,0,0
20260326,2026-03-26,4,Thursday,26,3,March,1,2026,0,0
20260327,2026-03-27,5,Friday,27,3,March,1,2026,0,0
20260328,2026-03-28,6,Saturday,28,3,March,1,2026,1,0
20260329,2026-03-29,7,Sunday,29,3,March,1,2026,1,0
20260330,2026-03-30,1,Monday,30,3,March,1,2026,0,0
20260331,2026-03-31,2,Tuesday,31,3,March,1,2026,0,0
20260401,2026-04-01,3,Wednesday,1,4,April,2,2026,0,0
20260402,2026-04-02,4,Thursday,2,4,April,2,2026,0,0
20260403,2026-04-03,5,Friday,3,4,April,2,2026,0,0
20260404,2026-04-04,6,Saturday,4,4,April,2,2026,1,0
20260405,2026-04-05,7,Sunday,5,4,April,2,2026,1,0
20260406,2026-04-06,1,Monday,6,4,April,2,2026,0,0
20260407,2026-04-07,2,Tuesday,7,4,April,2,2026,0,0
20260408,2026-04-08,3,Wednesday,8,4,April,2,2026,0,0
20260409,2026-04-09,4,Thursday,9,4,April,2,2026,0,0
20260410,2026-04-10,5,Friday,10,4,April,2,2026,0,0
20260411,2026-04-11,6,Saturday,11,4,April,2,2026,1,0
20260412,2026-04-12,7,Sunday,12,4,April,2,2026,1,0
20260413,2026-04-13,1,Monday,13,4,April,2,2026,0,0
20260414,2026-04-14,2,Tuesday,14,4,April,2,2026,0,0
20260415,2026-04-15,3,Wednesday,15,4,April,2,2026,0,0
20260416,2026-04-16,4,Thursday,16,4,April,2,2026,0,0
20260417,2026-04-17,5,Friday,17,4,April,2,2026,0,0
20260418,2026-04-18,6,Saturday,18,4,April,2,2026,1,0
20260419,2026-04-19,7,Sunday,19,4,April,2,2026,1,0
20260420,2026-04-20,1,Monday,20,4,April,2,2026,0,0
20260421,2026-04-21,2,Tuesday,21,4,April,2,2026,0,0
20260422,2026-04-22,3,Wednesday,22,4,April,2,2026,0,0
20260423,2026-04-23,4,Thursday,23,4,April,2,2026,0,0
20260424,2026-04-24,5,Friday,24,4,April,2,2026,0,0
20260425,2026-04-25,6,Saturday,25,4,April,2,2026,1,0
20260426,2026-04-26,7,Sunday,26,4,April,2,2026,1,0
20260427,2026-04-27,1,Monday,27,4,April,2,2026,0,0
20260428,2026-04-28,2,Tuesday,28,4,April,2,2026,0,0
20260429,2026-04-29,3,Wednesday,29,4,April,2,2026,0,0
20260430,2026-04-30,4,Thursday,30,4,April,2,2026,0,0
20260501,2026-05-01,5,Friday,1,5,May,2,2026,0,0
20260502,2026-05-02,6,Saturday,2,5,May,2,2026,1,0
20260503,2026-05-03,7,Sunday,3,5,May,2,2026,1,0
20260504,2026-05-04,1,Monday,4,5,May,2,2026,0,0
20260505,2026-05-05,2,Tuesday,5,5,May,2,2026,0,0
20260506,2026-05-06,3,Wednesday,6,5,May,2,2026,0,0
20260507,2026-05-07,4,Thursday,7,5,May,2,2026,0,0
20260508,2026-05-08,5,Friday,8,5,May,2,2026,0,0
20260509,2026-05-09,6,Saturday,9,5,May,2,2026,1,0
20260510,2026-05-10,7,Sunday,10,5,May,2,2026,1,0
20260511,2026-05-11,1,Monday,11,5,May,2,2026,0,0
20260512,2026-05-12,2,Tuesday,12,5,May,2,2026,0,0
20260513,2026-05-13,3,Wednesday,13,5,May,2,2026,0,0
20260514,2026-05-14,4,Thursday,14,5,May,2,2026,0,0
20260515,2026-05-15,5,Friday,15,5,May,2,2026,0,0
20260516,2026-05-16,6,Saturday,16,5,May,2,2026,1,0
20260517,2026-05-17,7,Sunday,17,5,May,2,2026,1,0
20260518,2026-05-18,1,Monday,18,5,May,2,2026,0,0
20260519,2026-05-19,2,Tuesday,19,5,May,2,2026,0,0
20260520,2026-05-20,3,Wednesday,20,5,May,2,2026,0,0
20260521,2026-05-21,4,Thursday,21,5,May,2,2026,0,0
20260522,2026-05-22,5,Friday,22,5,May,2,2026,0,0
20260523,2026-05-23,6,Saturday,23,5,May,2,2026,1,0
20260524,2026-05-24,7,Sunday,24,5,May,2,2026,1,0
20260525,2026-05-25,1,Monday,25,5,May,2,2026,0,0
20260526,2026-05-26,2,Tuesday,26,5,May,2,2026,0,0
20260527,2026-05-27,3,Wednesday,27,5,May,2,2026,0,0
20260528,2026-05-28,4,Thursday,28,5,May,2,2026,0,0
20260529,2026-05-29,5,Friday,29,5,May,2,2026,0,0
20260530,2026-05-30,6,Saturday,30,5,May,2,2026,1,0
20260531,2026-05-31,7,Sunday,31,5,May,2,2026,1,0
20260601,2026-06-01,1,Monday,1,6,June,2,2026,0,0
20260602,2026-06-02,2,Tuesday,2,6,June,2,2026,0,0
20260603,2026-06-03,3,Wednesday,3,6,June,2,2026,0,0
20260604,2026-06-04,4,Thursday,4,6,June,2,2026,0,0
20260605,2026-06-05,5,Friday,5,6,June,2,2026,0,0
20260606,2026-06-06,6,Saturday,6,6,June,2,2026,1,0
20260607,2026-06-07,7,Sunday,7,6,June,2,2026,1,0
20260608,2026-06-08,1,Monday,8,6,June,2,2026,0,0
20260609,2026-06-09,2,Tuesday,9,6,June,2,2026,0,0
20260610,2026-06-10,3,Wednesday,10,6,June,2,2026,0,0
20260611,2026-06-11,4,Thursday,11,6,June,2,2026,0,0
20260612,2026-06-12,5,Friday,12,6,June,2,2026,0,0
20260613,2026-06-13,6,Saturday,13,6,June,2,2026,1,0
20260614,2026-06-14,7,Sunday,14,6,June,2,2026,1,0
20260615,2026-06-15,1,Monday,15,6,June,2,2026,0,0
20260616,2026-06-16,2,Tuesday,16,6,June,2,2026,0,0
20260617,2026-06-17,3,Wednesday,17,6,June,2,2026,0,0
20260618,2026-06-18,4,Thursday,18,6,June,2,2026,0,0
20260619,2026-06-19,5,Friday,19,6,June,2,2026,0,0
20260620,2026-06-20,6,Saturday,20,6,June,2,2026,1,0
20260621,2026-06-21,7,Sunday,21,6,June,2,2026,1,0
20260622,2026-06-22,1,Monday,22,6,June,2,2026,0,0
20260623,2026-06-23,2,Tuesday,23,6,June,2,2026,0,0
20260624,2026-06-24,3,Wednesday,24,6,June,2,2026,0,0
20260625,2026-06-25,4,Thursday,25,6,June,2,2026,0,0
20260626,2026-06-26,5,Friday,26,6,June,2,2026,0,0
20260627,2026-06-27,6,Saturday,27,6,June,2,2026,1,0
20260628,2026-06-28,7,Sunday,28,6,June,2,2026,1,0
20260629,2026-06-29,1,Monday,29,6,June,2,2026,0,0
20260630,2026-06-30,2,Tuesday,30,6,June,2,2026,0,0
20260701,2026-07-01,3,Wednesday,1,7,July,3,2026,0,0
20260702,2026-07-02,4,Thursday,2,7,July,3,2026,0,0
20260703,2026-07-03,5,Friday,3,7,July,3,2026,0,0
20260704,2026-07-04,6,Saturday,4,7,July,3,2026,1,1
20260705,2026-07-05,7,Sunday,5,7,July,3,2026,1,0
20260706,2026-07-06,1,Monday,6,7,July,3,2026,0,0
20260707,2026-07-07,2,Tuesday,7,7,July,3,2026,0,0
20260708,2026-07-08,3,Wednesday,8,7,July,3,2026,0,0
20260709,2026-07-09,4,Thursday,9,7,July,3,2026,0,0
20260710,2026-07-10,5,Friday,10,7,July,3,2026,0,0
20260711,2026-07-11,6,Saturday,11,7,July,3,2026,1,0
20260712,2026-07-12,7,Sunday,12,7,July,3,2026,1,0
20260713,2026-07-13,1,Monday,13,7,July,3,2026,0,0
20260714,2026-07-14,2,Tuesday,14,7,July,3,2026,0,0
20260715,2026-07-15,3,Wednesday,15,7,July,3,2026,0,0
20260716,2026-07-16,4,Thursday,16,7,July,3,2026,0,0
20260717,2026-07-17,5,Friday,17,7,July,3,2026,0,0
20260718,2026-07-18,6,Saturday,18,7,July,3,2026,1,0
20260719,2026-07-19,7,Sunday,19,7,July,3,2026,1,0
20260720,2026-07-20,1,Monday,20,7,July,3,2026,0,0
20260721,2026-07-21,2,Tuesday,21,7,July,3,2026,0,0
20260722,2026-07-22,3,Wednesday,22,7,July,3,2026,0,0
20260723,2026-07-23,4,Thursday,23,7,July,3,2026,0,0
20260724,2026-07-24,5,Friday,24,7,July,3,2026,0,0
20260725,2026-07-25,6,Saturday,25,7,July,3,2026,1,0
20260726,2026-07-26,7,Sunday,26,7,July,3,2026,1,0
20260727,2026-07-27,1,Monday,27,7,July,3,2026,0,0
20260728,2026-07-28,2,Tuesday,28,7,July,3,2026,0,0
20260729,2026-07-29,3,Wednesday,29,7,July,3,2026,0,0
20260730,2026-07-30,4,Thursday,30,7,July,3,2026,0,0
20260731,2026-07-31,5,Friday,31,7,July,3,2026,0,0
20260801,2026-08-01,6,Saturday,1,8,August,3,2026,1,0
20260802,2026-08-02,7,Sunday,2,8,August,3,2026,1,0
20260803,2026-08-03,1,Monday,3,8,August,3,2026,0,0
20260804,2026-08-04,2,Tuesday,4,8,August,3,2026,0,0
20260805,2026-08-05,3,Wednesday,5,8,August,3,2026,0,0
20260806,2026-08-06,4,Thursday,6,8,August,3,2026,0,0
20260807,2026-08-07,5,Friday,7,8,August,3,2026,0,0
20260808,2026-08-08,6,Saturday,8,8,August,3,2026,1,0
20260809,2026-08-09,7,Sunday,9,8,August,3,2026,1,0
20260810,2026-08-10,1,Monday,10,8,August,3,2026,0,0
20260811,2026-08-11,2,Tuesday,11,8,August,3,2026,0,0
20260812,2026-08-12,3,Wednesday,12,8,August,3,2026,0,0
20260813,2026-08-13,4,Thursday,13,8,August,3,2026,0,0
20260814,2026-08-14,5,Friday,14,8,August,3,2026,0,0
20260815,2026-08-15,6,Saturday,15,8,August,3,2026,1,0
20260816,2026-08-16,7,Sunday,16,8,August,3,2026,1,0
20260817,2026-08-17,1,Monday,17,8,August,3,2026,0,0
20260818,2026-08-18,2,Tuesday,18,8,August,3,2026,0,0
20260819,2026-08-19,3,Wednesday,19,8,August,3,2026,0,0
20260820,2026-08-20,4,Thursday,20,8,August,3,2026,0,0
20260821,2026-08-21,5,Friday,21,8,August,3,2026,0,0
20260822,2026-08-22,6,Saturday,22,8,August,3,2026,1,0
20260823,2026-08-23,7,Sunday,23,8,August,3,2026,1,0
20260824,2026-08-24,1,Monday,24,8,August,3,2026,0,0
20260825,2026-08-25,2,Tuesday,25,8,August,3,2026,0,0
20260826,2026-08-26,3,Wednesday,26,8,August,3,2026,0,0
20260827,2026-08-27,4,Thursday,27,8,August,3,2026,0,0
