inventory_id,location_id,product_id,quantity_on_hand,reorder_point,reorder_quantity,last_restock_date
43856,913,329,208,28,84,2026-07-04
43857,251,9235,77,25,75,2026-08-04
43858,834,2393,174,10,40,2026-07-13
43859,181,2623,474,41,82,2026-08-06
43860,648,4361,460,46,92,2026-07-04
43861,1112,4163,147,40,120,2026-07-16
43862,99,3688,28,16,32,2026-07-04
43863,1184,9919,72,22,88,2026-07-01
43864,1176,2906,125,28,140,2026-08-25
43865,973,1788,40,48,240,2026-07-18
43866,896,2847,157,49,98,2026-07-11
43867,1172,2962,63,16,80,2026-07-05
43868,377,7289,344,41,82,2026-08-24
43869,418,7672,94,50,150,2026-07-10
43870,1120,7559,396,45,90,2026-08-25
43871,411,9963,471,36,180,2026-08-02
43872,361,5577,133,30,150,2026-07-15
43873,544,2827,423,41,164,2026-07-30
43874,564,6620,82,23,46,2026-08-25
43875,619,7432,179,34,170,2026-07-01
43876,139,1608,207,20,80,2026-07-04
43877,807,5215,450,17,85,2026-07-24
43878,69,5103,189,47,94,2026-08-15
43879,853,2788,268,10,40,2026-07-18
43880,690,3320,231,34,102,2026-08-26
43881,423,1369,202,40,80,2026-07-26
43882,1152,7496,139,49,147,2026-08-17
43883,38,3145,241,39,78,2026-08-15
43884,1031,9158,61,37,111,2026-08-21
43885,1236,9547,184,43,86,2026-07-11
43886,1232,8572,9,49,98,2026-07-26
43887,699,4141,377,28,140,2026-07-28
43888,40,4909,56,10,50,2026-08-22
43889,415,8700,166,21,42,2026-08-18
43890,18,7098,199,48,144,2026-07-22
43891,207,7594,93,19,95,2026-08-18
43892,477,3296,202,18,36,2026-06-29
43893,1155,9406,51,38,152,2026-08-07
43894,1157,1271,103,39,195,2026-08-27
43895,12,6392,91,27,108,2026-07-08
43896,564,3989,277,35,70,2026-08-10
43897,647,8445,449,29,58,2026-08-02
43898,1249,3431,438,10,40,2026-08-12
43899,1207,2261,142,22,110,2026-07-05
43900,244,8724,226,41,205,2026-08-19
43901,155,1850,144,50,150,2026-07-01
43902,628,9101,168,31,155,2026-07-31
43903,1118,9808,310,48,240,2026-07-14
43904,290,2151,342,39,78,2026-07-01
43905,768,5275,496,17,51,2026-08-12
43906,910,2643,183,29,58,2026-07-27
43907,1076,5596,56,42,168,2026-07-12
43908,689,1520,289,18,36,2026-07-05
43909,473,6997,148,18,36,2026-08-03
43910,989,3783,27,27,54,2026-07-19
43911,1116,2537,373,35,175,2026-07-06
43912,923,8878,134,48,240,2026-07-11
43913,638,4739,150,50,250,2026-07-29
43914,348,3041,165,15,45,2026-08-25
43915,861,1984,261,30,60,2026-07-25
43916,942,2405,152,31,93,2026-07-11
43917,529,9446,100,30,150,2026-07-23
43918,184,3816,141,22,110,2026-08-23
43919,277,2454,267,19,57,2026-07-23
43920,206,5127,372,28,140,2026-07-07
43921,1018,1863,129,47,94,2026-08-02
43922,176,5980,492,45,135,2026-07-14
43923,940,7998,115,48,144,2026-07-08
43924,141,2731,89,40,160,2026-08-20
43925,948,8779,128,24,48,2026-08-19
43926,689,1502,307,31,155,2026-07-03
43927,232,6957,118,19,38,2026-08-24
43928,1110,9369,393,20,100,2026-08-12
43929,413,6244,275,20,100,2026-08-27
43930,463,5583,394,47,94,2026-08-16
43931,181,7462,293,30,60,2026-08-05
43932,958,1849,402,34,170,2026-07-31
43933,1000,6167,72,22,110,2026-08-13
43934,639,3331,304,29,87,2026-08-27
43935,876,4607,421,26,130,2026-08-06
43936,451,1275,352,31,62,2026-07-06
43937,1217,5282,48,31,124,2026-08-06
43938,347,8279,73,25,50,2026-08-13
43939,813,3329,428,31,62,2026-08-07
43940,756,2415,59,27,54,2026-08-22
43941,536,8757,258,44,220,2026-08-17
43942,1046,9190,409,17,51,2026-08-13
43943,706,1801,82,22,110,2026-08-04
43944,140,2576,441,30,120,2026-08-24
43945,1174,2707,81,37,148,2026-07-12
43946,784,6339,174,29,58,2026-07-20
43947,876,6067,483,45,135,2026-08-10
43948,1129,2742,378,36,180,2026-08-21
43949,664,4109,398,21,63,2026-08-17
43950,44,6466,371,30,120,2026-07-06
43951,741,2754,329,20,80,2026-08-02
43952,853,9530,47,11,44,2026-07-05
43953,1125,747,489,44,220,2026-07-13
43954,280,6006,258,35,140,2026-08-18
43955,224,9942,408,17,34,2026-07-08
43956,1056,5925,258,13,65,2026-06-29
43957,251,8773,241,18,72,2026-08-20
43958,1013,9150,249,26,130,2026-07-02
43959,265,1641,468,16,48,2026-08-08
43960,168,1934,341,42,210,2026-08-22
43961,909,1152,309,42,210,2026-07-09
43962,716,729,456,19,38,2026-08-15
43963,953,3466,157,36,144,2026-06-29
43964,378,895,419,34,102,2026-07-22
43965,801,3654,351,23,115,2026-08-27
43966,35,2766,474,41,164,2026-08-04
43967,943,446,240,15,75,2026-07-15
43968,444,6977,495,40,200,2026-08-10
43969,70,6302,440,44,220,2026-07-05
43970,1232,5407,136,41,123,2026-08-27
43971,941,4821,308,27,135,2026-07-06
43972,1109,3848,231,15,45,2026-07-30
43973,110,5514,347,16,64,2026-08-26
43974,555,4763,487,31,155,2026-07-14
43975,121,583,408,29,58,2026-07-27
43976,678,5734,418,26,78,2026-08-14
43977,575,4386,186,41,205,2026-08-02
43978,647,961,409,21,105,2026-07-01
43979,358,6660,447,30,90,2026-08-15
43980,335,6973,171,25,75,2026-07-11
43981,153,6707,381,14,70,2026-08-20
43982,53,6556,480,29,145,2026-07-28
43983,320,8248,49,18,36,2026-07-04
43984,1110,2983,465,42,168,2026-08-17
43985,1159,7472,212,30,60,2026-06-29
43986,264,3694,13,21,63,2026-07-26
43987,291,9635,126,49,147,2026-08-16
43988,1157,8591,126,44,88,2026-08-19
43989,18,5174,77,46,184,2026-08-18
43990,8,5826,201,50,150,2026-06-29
43991,955,5558,246,10,20,2026-07-21
43992,1211,1,119,37,185,2026-08-12
43993,457,389,42,27,81,2026-08-20
43994,74,1774,351,28,112,2026-07-18
43995,757,4850,490,14,70,2026-08-24
43996,1022,9052,168,50,150,2026-07-02
43997,728,1571,164,34,136,2026-07-08
43998,341,4573,74,47,188,2026-07-11
43999,1028,7691,85,17,68,2026-07-27
44000,572,9303,106,39,195,2026-07-30
44001,598,2379,155,19,57,2026-08-12
44002,385,1527,40,18,54,2026-07-20
44003,613,4314,116,26,78,2026-07-20
44004,598,5247,499,40,160,2026-07-16
44005,291,8770,36,33,132,2026-07-04
44006,212,973,358,10,40,2026-07-19
44007,543,7045,156,20,80,2026-07-21
44008,204,5783,184,43,215,2026-08-23
44009,366,4115,335,39,156,2026-07-14
44010,147,7789,130,25,75,2026-08-10
44011,697,6841,37,14,28,2026-07-22
44012,494,8746,295,39,78,2026-07-18
44013,848,9516,418,26,52,2026-08-03
44014,563,737,437,26,78,2026-07-29
44015,272,5445,267,25,125,2026-07-01
44016,411,5156,157,34,68,2026-07-02
44017,1136,8294,304,34,68,2026-07-21
44018,1200,2619,220,40,200,2026-08-27
44019,152,1340,283,26,104,2026-08-06
44020,359,8716,46,50,250,2026-08-18
44021,1175,4996,388,22,44,2026-08-15
44022,595,8765,231,48,96,2026-08-18
44023,148,1469,395,41,205,2026-07-24
44024,698,6814,229,37,111,2026-08-20
44025,241,2965,447,14,42,2026-08-09
44026,547,4791,34,26,130,2026-07-09
44027,585,9089,212,23,69,2026-08-07
44028,82,1635,105,45,90,2026-08-23
44029,502,2589,250,18,36,2026-08-16
44030,194,2981,497,20,60,2026-08-26
44031,692,2096,109,40,80,2026-08-08
44032,1011,3749,378,28,56,2026-07-13
44033,697,2592,345,19,57,2026-07-28
44034,741,7106,187,41,123,2026-08-24
44035,574,5690,35,38,76,2026-08-07
44036,389,6835,484,28,56,2026-08-26
44037,944,8655,406,18,36,2026-07-11
44038,1014,6679,416,15,45,2026-08-08
44039,691,8215,313,40,200,2026-07-08
44040,811,2794,314,50,150,2026-08-14
44041,641,4770,299,19,38,2026-07-29
44042,772,2685,271,45,90,2026-08-09
44043,89,1543,373,38,114,2026-08-09
44044,810,2925,461,36,72,2026-07-19
44045,1066,9012,438,42,210,2026-07-21
44046,256,4,58,40,80,2026-08-15
44047,195,18,273,46,138,2026-07-29
44048,363,8283,21,36,108,2026-07-11
44049,292,1811,104,43,215,2026-08-08
44050,314,5106,66,21,63,2026-08-22
44051,233,4318,312,45,180,2026-08-13
44052,984,6742,198,23,115,2026-08-14
44053,1151,475,68,26,52,2026-08-01
44054,90,5413,32,20,100,2026-08-26
44055,1165,4219,321,50,150,2026-08-16
44056,223,1559,90,45,135,2026-08-13
44057,1144,9561,113,43,215,2026-07-27
44058,266,2902,391,48,240,2026-07-06
44059,216,2336,253,29,87,2026-07-16
44060,1221,6890,211,44,176,2026-08-01
44061,920,7620,125,13,52,2026-08-08
44062,19,9883,500,32,96,2026-07-06
44063,110,8462,119,47,235,2026-07-15
44064,260,250,19,48,240,2026-08-09
44065,724,1917,149,24,48,2026-07-17
44066,192,4670,406,10,30,2026-08-25
44067,551,9585,21,14,56,2026-07-23
44068,1168,7781,202,44,88,2026-07-05
44069,701,3071,121,48,192,2026-08-22
44070,410,9116,476,22,110,2026-07-01
44071,660,8598,362,37,185,2026-07-20
44072,1131,1498,399,39,78,2026-07-05
44073,845,6874,350,13,26,2026-07-09
44074,107,8379,432,18,90,2026-07-18
44075,88,1642,425,30,150,2026-08-03
44076,434,405,215,11,33,2026-07-13
44077,1179,6534,351,27,108,2026-06-30
44078,603,4304,154,22,44,2026-06-28
44079,469,6718,214,30,150,2026-07-07
44080,1197,566,425,41,82,2026-08-23
44081,416,3040,194,39,195,2026-08-21
44082,616,8622,353,26,78,2026-08-24
44083,150,3005,62,15,60,2026-07-13
44084,144,5293,299,32,64,2026-07-08
44085,743,8780,495,30,150,2026-07-22
44086,444,5867,496,32,64,2026-07-17
44087,937,4552,44,41,164,2026-08-15
44088,181,9796,193,16,48,2026-07-21
44089,52,8226,285,41,82,2026-08-14
44090,1021,55,122,30,120,2026-08-01
44091,825,197,313,18,54,2026-07-27
44092,749,1527,101,17,51,2026-07-21
44093,59,9121,298,25,125,2026-08-04
44094,954,6453,440,11,22,2026-07-18
44095,1204,8845,186,28,56,2026-08-18
44096,231,5739,461,23,115,2026-08-24
44097,1221,459,347,14,42,2026-08-08
44098,42,690,367,49,98,2026-07-04
44099,392,2585,228,50,100,2026-07-01
44100,446,3467,121,12,24,2026-07-14
44101,1165,8436,342,18,36,2026-07-15
44102,308,3304,31,19,57,2026-07-16
44103,810,467,191,33,99,2026-07-13
44104,1046,6651,260,29,87,2026-07-20
44105,811,6235,69,41,164,2026-07-19
44106,265,6430,143,14,42,2026-08-20
44107,35,2608,354,20,60,2026-07-16
44108,77,8509,299,21,105,2026-08-03
44109,1168,7691,109,50,250,2026-07-03
44110,96,6278,106,41,205,2026-07-02
44111,708,3902,343,12,24,2026-07-08
44112,324,9977,493,44,176,2026-07-22
44113,758,954,69,50,100,2026-08-08
44114,792,5164,44,16,80,2026-07-21
44115,870,4151,100,25,125,2026-07-25
44116,42,8336,122,28,112,2026-08-09
44117,1044,9700,340,47,141,2026-08-11
44118,650,9291,164,47,94,2026-07-22
44119,662,8184,341,36,108,2026-08-27
44120,497,8431,424,20,80,2026-07-11
44121,1151,1111,500,29,58,2026-07-13
44122,1,7977,396,46,184,2026-08-01
44123,709,5356,26,17,85,2026-08-04
44124,207,1277,225,35,105,2026-07-10
44125,116,4609,457,12,60,2026-07-21
44126,215,3544,271,34,170,2026-08-19
44127,178,3106,137,40,200,2026-07-10
44128,130,5660,383,42,168,2026-07-04
44129,616,5480,410,24,120,2026-08-03
44130,1061,245,378,36,180,2026-08-07
44131,415,2702,398,26,52,2026-07-21
44132,223,7690,408,21,105,2026-08-22
44133,282,7300,500,42,126,2026-07-02
44134,429,8074,81,49,98,2026-07-14
44135,159,3071,287,39,117,2026-07-30
44136,870,2565,269,22,66,2026-07-10
44137,16,2585,189,11,22,2026-08-07
44138,1086,8718,301,30,60,2026-07-06
44139,178,4332,202,39,78,2026-08-25
44140,281,2527,45,45,135,2026-07-14
44141,371,5364,240,33,132,2026-08-06
44142,1192,3800,176,20,40,2026-08-25
44143,883,8756,209,47,235,2026-08-15
44144,1118,4442,251,39,78,2026-07-10
44145,115,4769,467,23,115,2026-08-24
44146,351,1455,131,34,102,2026-07-22
44147,372,1377,27,36,72,2026-07-11
44148,706,139,32,21,84,2026-08-02
44149,704,8275,303,26,78,2026-08-09
44150,1108,431,188,11,44,2026-07-10
44151,274,2126,419,50,150,2026-08-03
44152,619,9986,479,24,120,2026-08-26
44153,191,1468,48,48,240,2026-08-17
44154,145,5421,365,26,78,2026-07-16
44155,420,7225,52,41,164,2026-08-01
44156,1107,3388,411,28,140,2026-08-14
44157,132,1468,231,24,72,2026-07-26
44158,1209,2352,154,30,90,2026-07-22
44159,991,8174,175,34,170,2026-08-03
44160,279,488,471,36,72,2026-06-30
44161,204,2467,172,31,62,2026-06-30
44162,416,9150,402,35,105,2026-08-06
44163,1129,4169,8,12,24,2026-08-17
44164,482,7933,444,44,132,2026-07-31
44165,511,4050,158,29,145,2026-08-15
44166,1121,6149,305,28,140,2026-08-02
44167,260,6241,299,27,54,2026-08-26
44168,450,6157,414,47,188,2026-07-19
44169,848,2064,87,14,56,2026-06-28
44170,389,6938,79,27,81,2026-07-01
44171,254,3623,360,48,240,2026-06-29
44172,947,5452,210,34,136,2026-07-07
44173,699,38,123,39,156,2026-07-16
44174,265,5473,28,31,93,2026-07-13
44175,1224,6220,413,39,117,2026-06-29
44176,1169,1690,274,50,250,2026-08-12
44177,1101,1267,359,34,170,2026-08-23
44178,47,1533,255,33,132,2026-07-31
44179,1121,8669,265,14,56,2026-07-08
44180,6,7159,122,18,72,2026-07-08
44181,184,6395,456,24,72,2026-07-14
44182,187,4344,476,22,110,2026-08-10
44183,1055,1714,221,27,54,2026-06-29
44184,520,1519,103,39,117,2026-08-16
44185,493,3600,238,10,30,2026-08-07
44186,688,6929,305,33,165,2026-07-08
44187,91,4488,5,36,144,2026-08-25
44188,991,1923,485,18,72,2026-07-28
44189,782,5315,93,48,144,2026-07-02
44190,998,8828,390,22,88,2026-08-25
44191,33,7838,349,45,225,2026-08-12
44192,1160,8521,118,10,50,2026-08-15
44193,1016,7857,105,25,125,2026-08-17
44194,268,1269,33,37,185,2026-08-27
44195,684,3365,241,34,136,2026-08-15
44196,1016,3260,316,50,100,2026-07-24
44197,526,4363,362,47,94,2026-07-18
44198,20,676,325,36,108,2026-06-28
44199,132,7542,315,12,48,2026-07-01
44200,1060,5644,435,20,40,2026-08-26
44201,1007,5338,231,13,52,2026-08-20
44202,734,5180,422,34,68,2026-07-13
44203,1226,8136,59,39,117,2026-08-20
44204,15,6558,447,14,70,2026-08-07
44205,326,8411,369,35,175,2026-08-15
44206,267,7373,388,15,60,2026-08-25
44207,1054,338,32,26,130,2026-07-12
44208,737,354,193,10,50,2026-08-17
44209,1175,3717,31,41,205,2026-08-22
44210,1112,2070,19,43,129,2026-07-06
44211,699,4113,241,23,92,2026-07-06
44212,288,8305,245,49,147,2026-07-08
44213,647,2772,55,44,132,2026-07-27
44214,968,2039,385,48,144,2026-08-15
44215,961,2303,54,44,220,2026-07-24
44216,686,8375,266,17,51,2026-07-14
44217,274,562,469,29,145,2026-07-17
44218,297,2026,370,30,90,2026-07-31
44219,427,8397,198,43,129,2026-07-18
44220,882,9741,426,28,112,2026-08-20
44221,556,7673,66,38,190,2026-07-18
44222,78,756,338,10,30,2026-07-09
44223,496,8731,414,37,148,2026-08-25
44224,1090,5719,145,27,54,2026-07-25
44225,1213,7063,451,12,60,2026-08-10
44226,1229,2105,322,46,184,2026-07-22
44227,542,5347,316,29,58,2026-06-29
44228,887,5528,153,30,90,2026-07-25
44229,801,4981,259,29,58,2026-08-02
44230,464,5124,473,40,80,2026-08-20
44231,463,974,292,27,108,2026-07-19
44232,676,1513,8,41,205,2026-08-06
44233,457,5479,436,23,69,2026-07-21
44234,1249,2966,364,20,40,2026-08-10
44235,133,611,403,17,85,2026-07-06
44236,71,4042,337,36,72,2026-08-15
44237,466,2004,89,36,72,2026-08-16
44238,698,1389,83,22,110,2026-07-03
44239,176,1288,370,46,230,2026-08-09
44240,461,8824,23,44,132,2026-07-31
44241,208,2772,79,45,225,2026-08-21
44242,749,730,481,19,76,2026-08-03
44243,355,4714,394,45,135,2026-07-19
44244,614,3089,469,37,185,2026-08-22
44245,319,737,29,11,33,2026-08-19
44246,340,294,149,15,75,2026-07-25
44247,101,1397,411,14,42,2026-07-05
44248,507,6323,264,24,120,2026-07-29
44249,136,6713,107,13,39,2026-07-23
44250,245,4935,406,10,50,2026-07-04
44251,893,7788,474,21,105,2026-08-26
44252,928,3120,48,48,96,2026-08-15
44253,114,6778,123,14,70,2026-07-08
44254,175,6601,399,46,138,2026-07-04
44255,892,7893,141,44,88,2026-07-26
44256,773,4139,139,25,125,2026-07-22
44257,1227,8698,195,40,120,2026-08-06
44258,356,1379,333,24,72,2026-08-23
44259,714,7369,76,44,220,2026-07-31
44260,549,2472,396,48,144,2026-08-02
44261,1150,694,415,45,135,2026-08-06
44262,307,8390,172,26,52,2026-08-03
44263,672,9017,260,41,123,2026-07-20
44264,1213,8807,210,14,42,2026-08-21
44265,993,5922,280,47,94,2026-07-12
44266,92,7448,45,49,196,2026-08-11
44267,1065,7705,329,34,170,2026-07-11
44268,1083,8074,172,30,120,2026-07-07
44269,510,4522,346,37,185,2026-07-30
44270,812,595,406,13,65,2026-07-26
44271,959,6181,56,49,147,2026-07-16
44272,912,2523,128,29,145,2026-08-27
44273,860,7493,224,11,22,2026-07-28
44274,518,7725,236,24,96,2026-08-21
44275,341,7247,381,29,116,2026-08-17
44276,361,6533,222,22,66,2026-08-01
44277,40,8924,181,33,165,2026-07-19
44278,194,8486,52,39,117,2026-07-25
44279,255,506,75,46,138,2026-07-30
44280,711,8588,190,39,195,2026-07-15
44281,707,3889,330,29,145,2026-07-07
44282,511,1825,374,20,60,2026-08-03
44283,517,6302,306,30,60,2026-08-06
44284,1010,6015,148,36,144,2026-08-06
44285,437,87,458,24,48,2026-08-21
44286,221,9231,181,34,102,2026-06-30
44287,301,3784,417,33,66,2026-07-04
44288,678,1641,336,35,140,2026-07-26
44289,56,4687,65,38,114,2026-08-05
44290,686,7409,491,25,100,2026-07-21
44291,468,329,192,37,148,2026-07-14
44292,458,8390,350,34,68,2026-08-06
44293,112,7797,83,16,80,2026-08-22
44294,891,4833,374,16,48,2026-08-23
44295,415,4992,361,14,28,2026-08-20
44296,686,7577,217,12,24,2026-07-02
44297,668,7481,113,41,164,2026-07-01
44298,1214,3225,425,19,57,2026-07-09
44299,1175,9134,334,31,62,2026-08-23
44300,598,1616,273,25,100,2026-07-25
44301,300,458,208,50,150,2026-07-23
44302,462,3451,434,31,124,2026-08-21
44303,111,741,56,50,100,2026-08-06
44304,1011,3116,351,39,195,2026-08-01
44305,119,3210,282,21,42,2026-07-28
44306,514,3845,86,28,140,2026-08-20
44307,597,5870,236,48,96,2026-08-22
44308,710,9051,223,42,210,2026-08-10
44309,1245,5807,322,37,148,2026-07-24
44310,620,4201,224,33,99,2026-06-30
44311,614,788,354,41,123,2026-07-27
44312,443,5067,20,23,115,2026-07-14
44313,793,2183,158,11,22,2026-07-09
44314,906,9809,357,26,104,2026-08-26
44315,626,6065,456,11,22,2026-07-13
44316,557,7865,91,17,68,2026-08-02
44317,210,3365,362,48,240,2026-08-10
44318,956,3387,132,29,145,2026-07-22
44319,308,8189,159,43,129,2026-07-25
44320,617,6711,153,28,112,2026-07-18
44321,117,2141,485,50,100,2026-07-10
44322,48,4976,38,44,176,2026-07-29
44323,1022,2324,401,13,26,2026-08-11
44324,312,6077,369,26,130,2026-08-24
44325,343,7885,482,47,141,2026-08-04
44326,781,4666,310,38,76,2026-07-10
44327,338,6313,241,16,80,2026-07-26
44328,1101,847,309,46,92,2026-08-16
44329,934,3434,123,45,135,2026-08-02
44330,331,8578,113,20,40,2026-07-30
44331,503,422,325,43,86,2026-08-04
44332,30,9410,162,38,114,2026-07-19
44333,581,6036,161,23,46,2026-07-25
44334,1139,5917,106,13,65,2026-06-28
44335,623,3553,79,12,60,2026-07-10
44336,206,6779,135,16,80,2026-07-20
44337,812,22,90,36,144,2026-07-06
44338,86,6075,257,22,110,2026-07-31
44339,551,4709,64,33,99,2026-08-14
44340,934,3610,371,45,90,2026-07-16
44341,561,5570,61,50,100,2026-08-14
44342,794,3069,377,35,70,2026-07-27
44343,459,9023,223,35,70,2026-08-22
44344,719,3095,19,22,66,2026-07-03
44345,899,1178,340,42,210,2026-06-30
44346,143,927,91,37,111,2026-07-03
44347,334,370,97,11,44,2026-07-11
44348,544,1714,462,28,56,2026-07-29
44349,574,1797,100,17,85,2026-07-15
44350,751,340,284,40,120,2026-08-10
44351,286,6430,398,27,81,2026-08-04
44352,1211,6304,60,17,85,2026-07-22
44353,1174,8689,34,48,144,2026-07-31
44354,1039,8974,107,11,44,2026-08-08
44355,589,6231,254,41,164,2026-08-22
44356,352,5105,423,37,185,2026-07-17
44357,253,9963,105,48,144,2026-08-02
44358,640,7163,100,21,105,2026-07-09
44359,1165,3722,82,10,50,2026-07-22
44360,479,4192,44,26,52,2026-07-12
44361,577,209,113,13,39,2026-07-12
44362,1175,6760,439,34,170,2026-07-14
44363,186,4177,334,35,175,2026-07-28
44364,1176,9842,407,36,144,2026-08-04
44365,371,258,36,48,192,2026-08-15
44366,325,8206,495,10,20,2026-07-27
44367,581,805,198,38,152,2026-08-03
44368,283,3924,475,17,51,2026-08-15
44369,650,3585,212,48,192,2026-07-30
44370,938,7858,190,35,175,2026-08-04
44371,397,1461,392,20,40,2026-07-10
44372,515,8042,212,22,66,2026-07-29
44373,726,5551,274,32,160,2026-06-28
44374,617,8511,476,28,112,2026-08-18
44375,1002,6936,342,21,105,2026-08-02
44376,668,3383,21,24,72,2026-07-29
44377,835,8608,172,13,52,2026-07-26
44378,250,197,133,50,250,2026-08-15
44379,309,5687,173,28,140,2026-08-15
44380,1176,6864,70,49,196,2026-07-26
44381,389,1687,292,27,135,2026-08-01
44382,90,7319,285,15,45,2026-07-05
44383,99,995,456,13,26,2026-07-25
44384,343,4754,87,40,160,2026-07-16
44385,244,6408,280,11,33,2026-08-20
44386,177,7079,17,27,108,2026-08-07
44387,24,3303,290,10,30,2026-07-07
44388,1132,4662,430,50,200,2026-06-30
44389,237,2949,207,33,132,2026-07-10
44390,241,815,186,21,84,2026-06-29
44391,543,5315,305,16,32,2026-08-10
44392,1095,9217,463,17,34,2026-08-27
44393,877,5160,238,46,138,2026-06-30
44394,1151,4087,46,45,180,2026-08-21
44395,237,2695,467,35,175,2026-08-04
44396,723,1501,347,30,90,2026-07-18
44397,310,4439,68,38,76,2026-07-07
44398,436,7386,31,22,66,2026-08-24
44399,394,6988,41,32,128,2026-08-20
44400,772,4652,392,22,66,2026-07-09
44401,1125,2950,439,20,100,2026-07-28
44402,781,8947,102,40,160,2026-07-19
44403,1205,9276,154,44,88,2026-08-05
44404,1072,3217,410,30,90,2026-08-05
44405,108,9379,274,12,60,2026-07-06
44406,856,4081,374,19,38,2026-07-01
44407,1244,9283,63,41,164,2026-08-12
44408,1239,6195,78,45,135,2026-07-15
44409,974,1987,204,10,50,2026-06-28
44410,584,8823,405,39,195,2026-07-23
44411,518,9685,107,11,44,2026-06-29
44412,991,9658,8,21,84,2026-08-25
44413,277,1471,223,33,66,2026-08-17
44414,394,4025,175,27,81,2026-07-10
44415,456,6953,443,29,145,2026-08-14
44416,355,645,103,28,56,2026-07-11
44417,687,5194,419,44,88,2026-07-17
44418,638,627,151,28,56,2026-07-13
44419,43,672,266,27,135,2026-08-21
44420,924,9390,142,31,93,2026-08-24
44421,340,2885,256,15,30,2026-08-26
44422,482,7340,310,17,85,2026-08-21
44423,261,4586,266,13,52,2026-08-14
44424,104,6727,155,39,195,2026-08-07
44425,494,611,446,22,44,2026-08-05
44426,236,3996,424,25,100,2026-08-17
44427,676,7694,21,13,52,2026-08-07
44428,670,6793,258,34,170,2026-07-28
44429,571,9298,103,17,51,2026-08-18
44430,762,2456,392,29,116,2026-08-21
44431,989,2963,354,42,126,2026-07-30
44432,444,1630,457,18,54,2026-07-20
44433,1062,1873,320,26,52,2026-08-15
44434,1072,4272,489,23,115,2026-07-09
44435,408,9961,191,10,50,2026-07-27
44436,1078,7292,155,36,180,2026-08-13
44437,1141,1066,277,14,56,2026-08-04
44438,803,5665,367,21,42,2026-08-14
44439,467,1128,172,27,108,2026-07-11
44440,756,7409,144,10,30,2026-07-24
44441,174,2217,143,37,148,2026-07-02
44442,681,9498,367,43,172,2026-07-28
44443,117,3425,213,11,22,2026-08-14
44444,165,3958,303,47,141,2026-08-26
44445,624,5669,358,42,210,2026-07-03
44446,503,7662,469,33,99,2026-08-14
44447,988,1012,111,27,108,2026-07-08
44448,855,8971,185,47,94,2026-08-05
44449,591,9418,280,32,160,2026-07-24
44450,358,8131,141,16,64,2026-08-23
44451,991,5207,252,12,60,2026-07-13
44452,1126,1381,35,16,80,2026-07-17
44453,729,3624,492,25,125,2026-08-23
44454,352,861,136,19,76,2026-07-05
44455,68,4328,437,27,54,2026-08-19
44456,493,1918,34,44,220,2026-07-10
44457,179,5198,16,33,99,2026-08-04
44458,867,774,51,18,54,2026-08-15
44459,592,5270,123,26,78,2026-07-31
44460,522,4906,447,28,112,2026-08-13
44461,135,6054,441,39,156,2026-07-29
44462,791,180,324,26,52,2026-06-28
44463,438,9200,41,21,105,2026-08-20
44464,1219,6513,148,37,148,2026-08-11
44465,576,636,439,22,88,2026-08-13
44466,496,2849,28,10,40,2026-07-10
44467,784,689,237,13,26,2026-07-07
44468,1131,7553,278,18,54,2026-06-29
44469,487,9225,472,48,144,2026-08-17
44470,522,2510,56,37,74,2026-08-09
44471,826,6003,74,33,132,2026-08-16
44472,347,6038,431,30,120,2026-08-13
44473,51,5147,199,35,70,2026-07-31
44474,585,1562,66,31,124,2026-07-20
44475,748,8906,379,34,170,2026-08-20
44476,383,1864,77,13,52,2026-08-18
44477,1027,8486,270,12,60,2026-07-10
44478,829,3452,297,31,93,2026-07-27
44479,659,7028,262,49,147,2026-08-19
44480,202,4547,434,47,235,2026-08-12
44481,577,1125,84,24,96,2026-07-25
44482,836,4046,419,17,51,2026-08-23
44483,95,7391,191,20,60,2026-07-21
44484,280,310,194,10,30,2026-07-02
44485,582,5488,356,38,76,2026-08-22
44486,701,6446,295,22,44,2026-08-18
44487,921,4723,417,44,88,2026-08-10
44488,1016,3783,359,39,195,2026-07-12
44489,949,9224,305,45,180,2026-08-11
44490,1234,6495,334,49,196,2026-07-11
44491,774,7096,141,19,95,2026-07-20
44492,364,9544,29,45,135,2026-07-23
44493,920,6227,24,38,152,2026-07-28
44494,338,3135,483,47,141,2026-07-31
44495,676,7065,167,12,48,2026-08-03
44496,1220,4426,132,44,220,2026-08-26
44497,418,2777,93,45,225,2026-08-16
44498,702,1957,363,42,84,2026-08-27
44499,453,5684,22,15,45,2026-08-19
44500,717,6469,158,32,96,2026-07-16
44501,1073,422,145,40,120,2026-07-14
44502,1239,5741,231,12,60,2026-08-13
44503,977,3266,459,22,44,2026-08-16
44504,975,3568,261,34,102,2026-07-23
44505,137,3443,482,33,132,2026-08-15
44506,114,9659,113,49,196,2026-08-01
44507,195,4427,93,12,60,2026-07-04
44508,779,2685,421,14,70,2026-07-04
44509,799,9405,215,40,120,2026-07-20
44510,840,3601,281,15,30,2026-07-22
44511,573,8457,379,46,92,2026-08-24
44512,356,7040,117,19,57,2026-07-12
44513,289,6507,395,30,120,2026-07-20
44514,561,9642,401,47,188,2026-07-28
44515,37,5351,244,23,46,2026-07-14
44516,230,106,452,50,150,2026-08-14
44517,825,745,309,13,39,2026-07-15
